name,pokedex_num,clear_path,blacked_path,description,tier,generation,de,fr,jp,ko,zh,en
ludicolo,272.0,./gifs/clear/ludicolo.gif,./gifs/blacked/ludicolo.gif,"Ludicolo is the 21st Pokémon in the Hoenn Pokédex. It is a Water/Grass Type, and is classified as the Carefree Pokémon.",0.0,hoenn,kappalores,ludicolo,ルンパッパ,로파파,樂天河童,ludicolo
seedot,273.0,./gifs/clear/seedot.gif,./gifs/blacked/seedot.gif,"Seedot is the 22nd Pokémon in the Hoenn Pokédex. It is a Grass Type, and is classified as the Acorn Pokémon.",0.0,hoenn,samurzel,grainipiot,タネボー,도토링,橡實果,seedot
nuzleaf,274.0,./gifs/clear/nuzleaf.gif,./gifs/blacked/nuzleaf.gif,"Nuzleaf is the 23rd Pokémon in the Hoenn Pokédex. It is a Grass/Dark Type, and is classified as the Wily Pokémon.",0.0,hoenn,blanas,pifeuil,コノハナ,잎새코,長鼻葉,nuzleaf
shiftry,275.0,./gifs/clear/shiftry.gif,./gifs/blacked/shiftry.gif,"Shiftry is the 24th Pokémon in the Hoenn Pokédex. It is a Grass/Dark Type, and is classified as the Wicked Pokémon.",0.0,hoenn,tengulist,tengalice,ダーテング,다탱구,狡猾天狗,shiftry
taillow,276.0,./gifs/clear/taillow.gif,./gifs/blacked/taillow.gif,"Taillow is the 25th Pokémon in the Hoenn Pokédex. It is a Normal/Flying Type, and is classified as the TinySwallow Pokémon.",0.0,hoenn,schwalbini,nirondelle,スバメ,테일로,傲骨燕,taillow
swellow,277.0,./gifs/clear/swellow.gif,./gifs/blacked/swellow.gif,"Swellow is the 26th Pokémon in the Hoenn Pokédex. It is a Normal/Flying Type, and is classified as the Swallow Pokémon.",0.0,hoenn,schwalboss,hélédelle,オオスバメ,스왈로,大王燕,swellow
wingull,278.0,./gifs/clear/wingull.gif,./gifs/blacked/wingull.gif,"Wingull is the 27th Pokémon in the Hoenn Pokédex. It is a Water/Flying Type, and is classified as the Seagull Pokémon.",0.0,hoenn,wingull,goélise,キャモメ,갈모매,長翅鷗,wingull
pelipper,279.0,./gifs/clear/pelipper.gif,./gifs/blacked/pelipper.gif,"Pelipper is the 28th Pokémon in the Hoenn Pokédex. It is a Water/Flying Type, and is classified as the Water Bird Pokémon.",0.0,hoenn,pelipper,bekipan,ペリッパー,패리퍼,大嘴鷗,pelipper
ralts,280.0,./gifs/clear/ralts.gif,./gifs/blacked/ralts.gif,"Ralts is the 29th Pokémon in the Hoenn Pokédex. It is a Psychic Type, and it is known as the Feeling Pokémon.",0.0,hoenn,trasla,tarsal,ラルトス,랄토스,拉魯拉絲,ralts
kirlia,281.0,./gifs/clear/kirlia.gif,./gifs/blacked/kirlia.gif,"Kirlia is the 30th Pokémon in the Hoenn Pokédex. It is a Psychic Type, and it is known as the Emotion Pokémon.",0.0,hoenn,kirlia,kirlia,キルリア,킬리아,奇魯莉安,kirlia
gardevoir,282.0,./gifs/clear/gardevoir.gif,./gifs/blacked/gardevoir.gif,"Gardevoir is the 31st Pokémon in the Hoenn Pokédex. It is a Psychic/Fairy type, and it is known as the Embrace Pokémon. Prior to Generation VI it was a pure Psychic type Pokémon.",0.0,hoenn,guardevoir,gardevoir,サーナイト,가디안,沙奈朵,gardevoir
surskit,283.0,./gifs/clear/surskit.gif,./gifs/blacked/surskit.gif,"Surskit is the 32nd Pokémon in the Hoenn Pokédex. It is a Bug/Water Type, and it is known as the Pond Skater Pokémon.",0.0,hoenn,gehweiher,arakdo,アメタマ,비구술,溜溜糖球,surskit
masquerain,284.0,./gifs/clear/masquerain.gif,./gifs/blacked/masquerain.gif,"Masquerain is the 33rd Pokémon in the Hoenn Pokédex. It is a Bug/Flying Type, and it is known as the Eyeball Pokémon.",0.0,hoenn,maskeregen,maskadra,アメモース,비나방,雨翅蛾,masquerain
shroomish,285.0,./gifs/clear/shroomish.gif,./gifs/blacked/shroomish.gif,"Shroomish is the 34th Pokémon in the Hoenn Pokédex. It is a Grass Type, and it is known as the Mushroom Pokémon.",0.0,hoenn,knilz,balignon,キノココ,버섯꼬,蘑蘑菇,shroomish
breloom,286.0,./gifs/clear/breloom.gif,./gifs/blacked/breloom.gif,"Breloom is the 35th Pokémon in the Hoenn Pokédex. It is a Grass/Fighting Type, and it is known as the Mushroom Pokémon.",0.0,hoenn,kapilz,chapignon,キノガッサ,버섯모,斗笠菇,breloom
slakoth,287.0,./gifs/clear/slakoth.gif,./gifs/blacked/slakoth.gif,"Slakoth is the 36th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Slacker Pokémon.",0.0,hoenn,bummelz,parecool,ナマケロ,게을로,懶人獺,slakoth
vigoroth,288.0,./gifs/clear/vigoroth.gif,./gifs/blacked/vigoroth.gif,"Vigoroth is the 37th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Wild Monkey Pokémon.",0.0,hoenn,muntier,vigoroth,ヤルキモノ,발바로,過動猿,vigoroth
slaking,289.0,./gifs/clear/slaking.gif,./gifs/blacked/slaking.gif,"Slaking is the 38th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Lazy Pokémon.",0.0,hoenn,letarking,monaflèmit,ケッキング,게을킹,請假王,slaking
nincada,290.0,./gifs/clear/nincada.gif,./gifs/blacked/nincada.gif,"Nincada is the 42nd Pokémon in the Hoenn Pokédex. It is a Bug/Ground Type, and it is known as the Trainee Pokémon.",0.0,hoenn,nincada,ningale,ツチニン,토중몬,土居忍士,nincada
ninjask,291.0,./gifs/clear/ninjask.gif,./gifs/blacked/ninjask.gif,"Ninjask is the 43rd Pokémon in the Hoenn Pokédex. It is a Bug/Flying Type, and it is known as the Ninja Pokémon.",0.0,hoenn,ninjask,ninjask,テッカニン,아이스크,鐵面忍者,ninjask
shedinja,292.0,./gifs/clear/shedinja.gif,./gifs/blacked/shedinja.gif,"Shedinja is the 44th Pokémon in the Hoenn Pokédex. It is a Bug/Ghost Type, and it is known as the Shed Pokémon.",0.0,hoenn,ninjatom,munja,ヌケニン,껍질몬,脫殼忍者,shedinja
whismur,293.0,./gifs/clear/whismur.gif,./gifs/blacked/whismur.gif,"Whismur is the 45th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Whisper Pokémon.",0.0,hoenn,flurmel,chuchmur,ゴニョニョ,소곤룡,咕妞妞,whismur
loudred,294.0,./gifs/clear/loudred.gif,./gifs/blacked/loudred.gif,"Loudred is the 46th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Big Voice Pokémon.",0.0,hoenn,krakeelo,ramboum,ドゴーム,노공룡,吼爆彈,loudred
exploud,295.0,./gifs/clear/exploud.gif,./gifs/blacked/exploud.gif,"Exploud is the 47th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Loud Noise Pokémon.",0.0,hoenn,krawumms,brouhabam,バクオング,폭음룡,爆音怪,exploud
makuhita,296.0,./gifs/clear/makuhita.gif,./gifs/blacked/makuhita.gif,"Makuhita is the 48th Pokémon in the Hoenn Pokédex. It is a Fighting Type, and it is known as the Guts Pokémon.",0.0,hoenn,makuhita,makuhita,マクノシタ,마크탕,幕下力士,makuhita
hariyama,297.0,./gifs/clear/hariyama.gif,./gifs/blacked/hariyama.gif,"Hariyama is the 49th Pokémon in the Hoenn Pokédex. It is a Fighting type, and is known as the Arm Thrust Pokémon.",0.0,hoenn,hariyama,hariyama,ハリテヤマ,하리뭉,鐵掌力士,hariyama
azurill,298.0,./gifs/clear/azurill.gif,./gifs/blacked/azurill.gif,"Azurill is the 54th Pokémon in the Hoenn Pokédex. It is a dual Normal/Fairy-Type, and it is known as the Polka Dot Pokémon. Prior to Generation VI it was a pure Normal type Pokémon.",0.0,hoenn,azurill,azurill,ルリリ,루리리,露力麗,azurill
nosepass,299.0,./gifs/clear/nosepass.gif,./gifs/blacked/nosepass.gif,"Nosepass is the 60th Pokémon in the Hoenn Pokédex. It is a Rock Type, and it is known as the Compass Pokémon.",0.0,hoenn,nasgnet,tarinor,ノズパス,코코파스,朝北鼻,nosepass
skitty,300.0,./gifs/clear/skitty.gif,./gifs/blacked/skitty.gif,"Skitty is the 61st Pokémon in the Hoenn Pokédex. It is a Normal Type, and is known as the Kitten Pokémon.",0.0,hoenn,eneco,skitty,エネコ,에나비,向尾喵,skitty
delcatty,301.0,./gifs/clear/delcatty.gif,./gifs/blacked/delcatty.gif,"Delcatty is the 62nd Pokémon in the Hoenn Pokédex. It is a Normal Type, and is known as the Prim Pokémon.",0.0,hoenn,enekoro,delcatty,エネコロロ,델케티,優雅貓,delcatty
sableye,302.0,./gifs/clear/sableye.gif,./gifs/blacked/sableye.gif,"Sableye is the 68th Pokémon in the Hoenn Pokédex. It is a Dark/Ghost Type, and it is known as the Darkness Pokémon.",0.0,hoenn,zobiris,ténéfix,ヤミラミ,깜까미,勾魂眼,sableye
mawile,303.0,./gifs/clear/mawile.gif,./gifs/blacked/mawile.gif,"Mawile is the 69th Pokémon in the Hoenn Pokédex. It is a Steel-Type prior to Generation VI, at which point it is a Steel/Fairy-Type, and it is known as the Deceiver Pokémon.",0.0,hoenn,flunkifer,mysdibule,クチート,입치트,大嘴娃,mawile
aron,304.0,./gifs/clear/aron.gif,./gifs/blacked/aron.gif,"Aron is the 70th Pokémon in the Hoenn Pokédex. It is a Steel/Rock Type, and it is known as the Iron Armor Pokémon.",0.0,hoenn,stollunior,galekid,ココドラ,가보리,可可多拉,aron
lairon,305.0,./gifs/clear/lairon.gif,./gifs/blacked/lairon.gif,"Lairon is the 71st Pokémon in the Hoenn Pokédex. It is a Steel/Rock Type, and it is known as the Iron Armor Pokémon.",0.0,hoenn,stollrak,galegon,コドラ,갱도라,可多拉,lairon
aggron,306.0,./gifs/clear/aggron.gif,./gifs/blacked/aggron.gif,"Aggron is the 72nd Pokémon in the Hoenn Pokédex. It is a Steel/Rock Type, and it is known as the Iron Armor Pokémon.",0.0,hoenn,stolloss,galeking,ボスゴドラ,보스로라,波士可多拉,aggron
meditite,307.0,./gifs/clear/meditite.gif,./gifs/blacked/meditite.gif,"Meditite is the 76th Pokémon in the Hoenn Pokédex. It is a Fighting/Psychic Type, and it is known as the Meditate Pokémon.",0.0,hoenn,meditie,méditikka,アサナン,요가랑,瑪沙那,meditite
medicham,308.0,./gifs/clear/medicham.gif,./gifs/blacked/medicham.gif,"Medicham is the 77th Pokémon in the Hoenn Pokédex. It is a Fighting/Psychic Type, and it is known as the Meditate Pokémon.",0.0,hoenn,meditalis,charmina,チャーレム,요가램,恰雷姆,medicham
electrike,309.0,./gifs/clear/electrike.gif,./gifs/blacked/electrike.gif,"Electrike is the 78th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Lightning Pokémon.",0.0,hoenn,frizelbliz,dynavolt,ラクライ,썬더라이,落雷獸,electrike
manectric,310.0,./gifs/clear/manectric.gif,./gifs/blacked/manectric.gif,"Manectric is the 79th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Discharge Pokémon.",0.0,hoenn,voltenso,élecsprint,ライボルト,썬더볼트,雷電獸,manectric
plusle,311.0,./gifs/clear/plusle.gif,./gifs/blacked/plusle.gif,"Plusle is the 80th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Cheering Pokémon.",0.0,hoenn,plusle,posipi,プラスル,플러시,正電拍拍,plusle
minun,312.0,./gifs/clear/minun.gif,./gifs/blacked/minun.gif,"Minun is the 81st Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Cheering Pokémon.",0.0,hoenn,minun,négapi,マイナン,마이농,負電拍拍,minun
volbeat,313.0,,,,0.0,hoenn,volbeat,muciole,バルビート,볼비트,電螢蟲,volbeat
illumise,314.0,./gifs/clear/illumise.gif,./gifs/blacked/illumise.gif,"Illumise is the 87th Pokémon in the Hoenn Pokédex. She is a Bug Type, and is known as the Firefly Pokémon.",0.0,hoenn,illumise,lumivole,イルミーゼ,네오비트,甜甜螢,illumise
roselia,315.0,./gifs/clear/roselia.gif,./gifs/blacked/roselia.gif,"Roselia is the 94th Pokémon in the Hoenn Pokédex. It is a Grass/Poison Type, and is known as the Thorn Pokémon.",0.0,hoenn,roselia,rosélia,ロゼリア,로젤리아,毒薔薇,roselia
gulpin,316.0,./gifs/clear/gulpin.gif,./gifs/blacked/gulpin.gif,"Gulpin is the 95th Pokémon in the Hoenn Pokédex. It is a Poison Type, and is known as the Stomach Pokémon.",0.0,hoenn,schluppuck,gloupti,ゴクリン,꼴깍몬,溶食獸,gulpin
swalot,317.0,./gifs/clear/swalot.gif,./gifs/blacked/swalot.gif,"Swalot is the 96th Pokémon in the Hoenn Pokédex. It is a Poison Type, and is known as the Poison Bag Pokémon.",0.0,hoenn,schlukwech,avaltout,マルノーム,꿀꺽몬,吞食獸,swalot
carvanha,318.0,./gifs/clear/carvanha.gif,./gifs/blacked/carvanha.gif,"Carvanha is the 97th Pokémon in the Hoenn Pokédex. It is a Water/Dark Type, and is known as the Savage Pokémon.",0.0,hoenn,kanivanha,carvanha,キバニア,샤프니아,利牙魚,carvanha
sharpedo,319.0,./gifs/clear/sharpedo.gif,./gifs/blacked/sharpedo.gif,"Sharpedo is the 98th Pokémon in the Hoenn Pokédex. It is a Water/Dark Type, and is known as the Brutal Pokémon.",0.0,hoenn,tohaido,sharpedo,サメハダー,샤크니아,巨牙鯊,sharpedo
wailmer,320.0,./gifs/clear/wailmer.gif,./gifs/blacked/wailmer.gif,"Wailmer is the 99th Pokémon in the Hoenn Pokédex. It is a Water Type, and is known as the Ball Whale Pokémon.",0.0,hoenn,wailmer,wailmer,ホエルコ,고래왕자,吼吼鯨,wailmer
wailord,321.0,./gifs/clear/wailord.gif,./gifs/blacked/wailord.gif,"Wailord is the 100th Pokémon in the Hoenn Pokédex. It is a Water Type, and is known as the Float Whale Pokémon.",0.0,hoenn,wailord,wailord,ホエルオー,고래왕,吼鯨王,wailord
numel,322.0,./gifs/clear/numel.gif,./gifs/blacked/numel.gif,"Numel is the 101st Pokémon in the Hoenn Pokédex. It is a Fire/Ground Type, and is known as the Numb Pokémon.",0.0,hoenn,camaub,chamallot,ドンメル,둔타,呆火駝,numel
camerupt,323.0,./gifs/clear/camerupt.gif,./gifs/blacked/camerupt.gif,"Camerupt is the 102nd Pokémon in the Hoenn Pokédex. It is a Fire/Ground Type, and is known as the Eruption Pokémon.",0.0,hoenn,camerupt,camérupt,バクーダ,폭타,噴火駝,camerupt
torkoal,324.0,./gifs/clear/torkoal.gif,./gifs/blacked/torkoal.gif,"Torkoal is the 105th Pokémon in the Hoenn Pokédex. It is a Fire-Type, and it is known as the Coal Pokémon.",0.0,hoenn,qurtel,chartor,コータス,코터스,煤炭龜,torkoal
spoink,325.0,./gifs/clear/spoink.gif,./gifs/blacked/spoink.gif,"Spoink is the 110th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Bounce Pokémon.",0.0,hoenn,spoink,spoink,バネブー,피그점프,跳跳豬,spoink
grumpig,326.0,./gifs/clear/grumpig.gif,./gifs/blacked/grumpig.gif,"Grumpig is the 111th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Manipulate Pokémon.",0.0,hoenn,groink,groret,ブーピッグ,피그킹,噗噗豬,grumpig
spinda,327.0,./gifs/clear/spinda.gif,./gifs/blacked/spinda.gif,"Spinda is the 114th Pokémon in the Hoenn Pokédex. It is a Normal-Type, and it is known as the Soft Panda Pokémon.",0.0,hoenn,pandir,spinda,パッチール,얼루기,晃晃斑,spinda
trapinch,328.0,./gifs/clear/trapinch.gif,./gifs/blacked/trapinch.gif,"Trapinch is the 116th Pokémon in the Hoenn Pokédex. It is a Ground-Type, and it is known as the Ant Pit Pokémon.",0.0,hoenn,knacklion,kraknoix,ナックラー,톱치,大顎蟻,trapinch
vibrava,329.0,./gifs/clear/vibrava.gif,./gifs/blacked/vibrava.gif,"Vibrava is the 117th Pokémon in the Hoenn Pokédex. It is a Ground/Dragon-Type, and it is known as the Vibration Pokémon.",0.0,hoenn,vibrava,vibraninf,ビブラーバ,비브라바,超音波幼蟲,vibrava
flygon,330.0,./gifs/clear/flygon.gif,./gifs/blacked/flygon.gif,"Flygon is the 118th Pokémon in the Hoenn Pokédex. It is a Ground/Dragon-Type, and it is known as the Mystic Pokémon.",0.0,hoenn,libelldra,libégon,フライゴン,플라이곤,沙漠蜻蜓,flygon
cacnea,331.0,./gifs/clear/cacnea.gif,./gifs/blacked/cacnea.gif,"Cacnea is the 119th Pokémon in the Hoenn Pokédex. It is a Grass-Type, and it is known as the Cactus Pokémon.",0.0,hoenn,tuska,cacnea,サボネア,선인왕,刺球仙人掌,cacnea
cacturne,332.0,./gifs/clear/cacturne.gif,./gifs/blacked/cacturne.gif,"Cacturne is the 120th Pokémon in the Hoenn Pokédex. It is a Grass/Dark-Type, and it is known as the Scarecrow Pokémon.",0.0,hoenn,noktuska,cacturne,ノクタス,밤선인,夢歌仙人掌,cacturne
swablu,333.0,./gifs/clear/swablu.gif,./gifs/blacked/swablu.gif,"Swablu is the 121st Pokémon in the Hoenn Pokédex. It is a Normal/Flying-Type, and it is known as the Cotton Bird Pokémon.",0.0,hoenn,wablu,tylton,チルット,파비코,青綿鳥,swablu
altaria,334.0,./gifs/clear/altaria.gif,./gifs/blacked/altaria.gif,"Altaria is the 122nd Pokémon in the Hoenn Pokédex. It is a Dragon/Flying-Type, and it is known as the Humming Pokémon.",0.0,hoenn,altaria,altaria,チルタリス,파비코리,七夕青鳥,altaria
zangoose,335.0,./gifs/clear/zangoose.gif,./gifs/blacked/zangoose.gif,"Zangoose is the 123rd Pokémon in the Hoenn Pokédex. It is a Normal-Type, and it is known as the Cat Ferret Pokémon.",0.0,hoenn,sengo,mangriff,ザングース,쟝고,貓鼬斬,zangoose
seviper,336.0,./gifs/clear/seviper.gif,./gifs/blacked/seviper.gif,"Seviper is the 124th Pokémon in the Hoenn Pokédex. It is a Poison-Type, and it is known as the Fang Snake Pokémon.",0.0,hoenn,vipitis,séviper,ハブネーク,세비퍼,飯匙蛇,seviper
lunatone,337.0,./gifs/clear/lunatone.gif,./gifs/blacked/lunatone.gif,"Lunatone is the 125th Pokémon in the Hoenn Pokédex. It is a Rock/Psychic-Type, and it is known as the Meteorite Pokémon.",0.0,hoenn,lunastein,séléroc,ルナトーン,루나톤,月石,lunatone
solrock,338.0,./gifs/clear/solrock.gif,./gifs/blacked/solrock.gif,"Solrock is the 126th Pokémon in the Hoenn Pokédex. It is a Rock/Psychic-Type, and it is known as the Meteorite Pokémon.",0.0,hoenn,sonnfel,solaroc,ソルロック,솔록,太陽岩,solrock
barboach,339.0,./gifs/clear/barboach.gif,./gifs/blacked/barboach.gif,"Barboach is the 127th Pokémon in the Hoenn Pokédex. It is a Water/Ground-Type, and it is known as the Whiskers Pokémon.",0.0,hoenn,schmerbe,barloche,ドジョッチ,미꾸리,泥泥鰍,barboach
whiscash,340.0,./gifs/clear/whiscash.gif,./gifs/blacked/whiscash.gif,"Whiscash is the 128th Pokémon in the Hoenn Pokédex. It is a Water/Ground-Type, and it is known as the Whiskers Pokémon.",0.0,hoenn,welsar,barbicha,ナマズン,메깅,鯰魚王,whiscash
corphish,341.0,./gifs/clear/corphish.gif,./gifs/blacked/corphish.gif,"Corphish is the 129th Pokémon in the Hoenn Pokédex. It is a Water-Type, and it is known as the Ruffian Pokémon.",0.0,hoenn,krebscorps,écrapince,ヘイガニ,가재군,龍蝦小兵,corphish
crawdaunt,342.0,./gifs/clear/crawdaunt.gif,./gifs/blacked/crawdaunt.gif,"Crawdaunt is the 130th Pokémon in the Hoenn Pokédex. It is a Water/Dark-Type, and it is known as the Rogue Pokémon.",0.0,hoenn,krebutack,colhomard,シザリガー,가재장군,鐵螯龍蝦,crawdaunt
baltoy,343.0,./gifs/clear/baltoy.gif,./gifs/blacked/baltoy.gif,"Baltoy is the 131st Pokémon in the Hoenn Pokédex. It is a Ground/Psychic-Type, and it is known as the Clay Doll Pokémon.",0.0,hoenn,puppance,balbuto,ヤジロン,오뚝군,天秤偶,baltoy
claydol,344.0,./gifs/clear/claydol.gif,./gifs/blacked/claydol.gif,"Claydol is the 132nd Pokémon in the Hoenn Pokédex. It is a Ground/Psychic-Type, and it is known as the Clay Doll Pokémon.",0.0,hoenn,lepumentas,kaorine,ネンドール,점토도리,念力土偶,claydol
lileep,345.0,./gifs/clear/lileep.gif,./gifs/blacked/lileep.gif,"Lileep is the 133rd Pokémon in the Hoenn Pokédex. It is a Rock/Grass-Type, and it is known as the Sea Lily Pokémon.",0.0,hoenn,liliep,lilia,リリーラ,릴링,觸手百合,lileep
cradily,346.0,./gifs/clear/cradily.gif,./gifs/blacked/cradily.gif,"Cradily is the 134th Pokémon in the Hoenn Pokédex. It is a Rock/Grass-Type, and it is known as the Barnacle Pokémon.",0.0,hoenn,wielie,vacilys,ユレイドル,릴리요,搖籃百合,cradily
anorith,347.0,./gifs/clear/anorith.gif,./gifs/blacked/anorith.gif,"Anorith is the 135th Pokémon in the Hoenn Pokédex. It is a Rock/Bug type, and is known as the Old Shrimp Pokémon.",0.0,hoenn,anorith,anorith,アノプス,아노딥스,太古羽蟲,anorith
armaldo,348.0,./gifs/clear/armaldo.gif,./gifs/blacked/armaldo.gif,"Armaldo is the 136th Pokémon in the Hoenn Pokédex. It is a Rock/Bug type, and is known as the Plate Pokémon.",0.0,hoenn,armaldo,armaldo,アーマルド,아말도,太古盔甲,armaldo
feebas,349.0,./gifs/clear/feebas.gif,./gifs/blacked/feebas.gif,"Feebas is the 140th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Fish Pokémon.",0.0,hoenn,barschwa,barpau,ヒンバス,빈티나,醜醜魚,feebas
milotic,350.0,./gifs/clear/milotic.gif,./gifs/blacked/milotic.gif,"Milotic is the 141st Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Tender Pokémon.",0.0,hoenn,milotic,milobellus,ミロカロス,밀로틱,美納斯,milotic
castform,351.0,./gifs/clear/castform.gif,./gifs/blacked/castform.gif,"Castform is the 142nd Pokémon in the Hoenn Pokédex. It is a Normal type, and is known as the Forecast Pokémon.",0.0,hoenn,formeo,morphéo,ポワルン,캐스퐁,飄浮泡泡,castform
sunny-castform,,,,,,,,,,,,
rainy-castform,,,,,,,,,,,,
snowy-castform,,,,,,,,,,,,
kecleon,352.0,./gifs/clear/kecleon.gif,./gifs/blacked/kecleon.gif,"Kecleon is the 145th Pokémon in the Hoenn Pokédex. It is a Normal type, and is known as the Color Swap Pokémon.",0.0,hoenn,kecleon,kecleon,カクレオン,켈리몬,變隱龍,kecleon
shuppet,353.0,./gifs/clear/shuppet.gif,./gifs/blacked/shuppet.gif,"Shuppet is the 146th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Puppet Pokémon.",0.0,hoenn,shuppet,polichombr,カゲボウズ,어둠대신,怨影娃娃,shuppet
banette,354.0,./gifs/clear/banette.gif,./gifs/blacked/banette.gif,"Banette is the 147th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Marionette Pokémon.",0.0,hoenn,banette,branette,ジュペッタ,다크펫,詛咒娃娃,banette
duskull,355.0,./gifs/clear/duskull.gif,./gifs/blacked/duskull.gif,"Duskull is the 148th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Requiem Pokémon.",0.0,hoenn,zwirrlicht,skelénox,ヨマワル,해골몽,夜巡靈,duskull
dusclops,356.0,./gifs/clear/dusclops.gif,./gifs/blacked/dusclops.gif,"Dusclops is the 149th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Beckon Pokémon.",0.0,hoenn,zwirrklop,téraclope,サマヨール,미라몽,彷徨夜靈,dusclops
tropius,357.0,./gifs/clear/tropius.gif,./gifs/blacked/tropius.gif,"Tropius is the 150th Pokémon in the Hoenn Pokédex. It is a Grass/Flying type, and is known as the Fruit Pokémon.",0.0,hoenn,tropius,tropius,トロピウス,트로피우스,熱帶龍,tropius
chimecho,358.0,./gifs/clear/chimecho.gif,./gifs/blacked/chimecho.gif,"Chimecho is the 151st Pokémon in the Hoenn Pokédex. It is a Psychic type, and is known as the Wind Chime Pokémon.",0.0,hoenn,palimpalim,éoko,チリーン,치렁,風鈴鈴,chimecho
absol,359.0,./gifs/clear/absol.gif,./gifs/blacked/absol.gif,"Absol is the 152nd Pokémon in the Hoenn Pokédex. It is a Dark Type, and it is known as the Disaster Pokémon.",0.0,hoenn,absol,absol,アブソル,앱솔,阿勃梭魯,absol
wynaut,360.0,./gifs/clear/wynaut.gif,./gifs/blacked/wynaut.gif,"Wynaut is the 160th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Bright Pokémon.",0.0,hoenn,isso,okéoké,ソーナノ,마자,小果然,wynaut
snorunt,361.0,./gifs/clear/snorunt.gif,./gifs/blacked/snorunt.gif,"Snorunt is the 171st Pokémon in the Hoenn Pokédex. It is an Ice-Type, and it is known as the Snow Hat Pokémon.",0.0,hoenn,schneppke,stalgamin,ユキワラシ,눈꼬마,雪童子,snorunt
glalie,362.0,./gifs/clear/glalie.gif,./gifs/blacked/glalie.gif,"Glalie is the 172nd Pokémon in the Hoenn Pokédex. It is an Ice-Type, and it is known as the Face Pokémon.",0.0,hoenn,firnontor,oniglali,オニゴーリ,얼음귀신,冰鬼護,glalie
spheal,363.0,./gifs/clear/spheal.gif,./gifs/blacked/spheal.gif,"Spheal is the 173rd Pokémon in the Hoenn Pokédex. It is a Water/Ice Type, and it is known as the Clap Pokémon.",0.0,hoenn,seemops,obalie,タマザラシ,대굴레오,海豹球,spheal
sealeo,364.0,./gifs/clear/sealeo.gif,./gifs/blacked/sealeo.gif,"Sealeo is the 174th Pokémon in the Hoenn Pokédex. It is a Water/Ice Type, and it is known as the Ball Roll Pokémon.",0.0,hoenn,seejong,phogleur,トドグラー,씨레오,海魔獅,sealeo
walrein,365.0,./gifs/clear/walrein.gif,./gifs/blacked/walrein.gif,"Walrein is the 175th Pokémon in the Hoenn Pokédex. It is a Water/Ice Type, and it is known as the Ice Break Pokémon.",0.0,hoenn,walraisa,kaimorse,トドゼルガ,씨카이저,帝牙海獅,walrein
clamperl,366.0,./gifs/clear/clamperl.gif,./gifs/blacked/clamperl.gif,"Clamperl is the 176th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Bivalve Pokémon.",0.0,hoenn,perlu,coquiperl,パールル,진주몽,珍珠貝,clamperl
huntail,367.0,./gifs/clear/huntail.gif,./gifs/blacked/huntail.gif,"Huntail is the 177th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Deep Sea Pokémon.",0.0,hoenn,aalabyss,serpang,ハンテール,헌테일,獵斑魚,huntail
gorebyss,368.0,./gifs/clear/gorebyss.gif,./gifs/blacked/gorebyss.gif,"Gorebyss is the 178th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the South Sea Pokémon.",0.0,hoenn,saganabyss,rosabyss,サクラビス,분홍장이,櫻花魚,gorebyss
relicanth,369.0,./gifs/clear/relicanth.gif,./gifs/blacked/relicanth.gif,"Relicanth is the 179th Pokémon in the Hoenn Pokédex. It is a Water/Rock type, and is known as the Longevity Pokémon.",0.0,hoenn,relicanth,relicanth,ジーランス,시라칸,古空棘魚,relicanth
luvdisc,370.0,./gifs/clear/luvdisc.gif,./gifs/blacked/luvdisc.gif,"Luvdisc is the 180th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Rendezvous Pokémon.",0.0,hoenn,liebiskus,lovdisc,ラブカス,사랑동이,愛心魚,luvdisc
bagon,371.0,./gifs/clear/bagon.gif,./gifs/blacked/bagon.gif,"Bagon is the 187th Pokémon in the Hoenn Pokédex. It is a Dragon type, and is known as the Rock Head Pokémon.",0.0,hoenn,kindwurm,draby,タツベイ,아공이,寶貝龍,bagon
