name,en,fr,es,it,ko,de,hi,ja,zh-cn
toucannon,"Toucannon (Japanese: ドデカバシ Dodekabashi) is a dual-type Normal/Flying Pokémon introduced in Generation VII.
They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.","Toucannon (japonais : ドデカバシ Dodekabashi) est un Pokémon normal/volant de type double introduit dans la génération VII.
Ils claquent du bec avec d'autres de leur espèce pour communiquer. La force et le nombre de coups se disent ce qu'ils ressentent.","Toucannon (en japonés: ドデカバシ Dodekabashi) es un Pokémon normal/volador de tipo dual introducido en la séptima generación.
Golpean picos con otros de su especie para comunicarse. La fuerza y ​​el número de golpes se comunican entre sí cómo se sienten.","Toucannon (giapponese: ドデカバシ Dodekabashi) è un Pokémon Normale/Volante di doppio tipo introdotto in settima generazione.
Sbattono il becco con altri della loro specie per comunicare. La forza e il numero di colpi si dicono a vicenda come si sentono.","큰부리새(일본어: 드데카바시 도데카바시)는 7세대에 도입된 듀얼 타입 일반/비행 포켓몬입니다.
그들은 의사 소통을 위해 같은 종류의 다른 사람들과 부리를 때립니다. 강도와 히트 횟수는 서로의 느낌을 알려줍니다.","Toucannon (japanisch: ドデカバシ Dodekabashi) ist ein normales/fliegendes Doppeltyp-Pokémon, das in Generation VII eingeführt wurde.
Sie schlagen mit anderen ihrer Art auf die Schnäbel, um sich zu verständigen. Die Stärke und Anzahl der Schläge sagen sich gegenseitig, wie sie sich fühlen.","टूकेनन (जापानी: डोडेकाबाशी) जेनरेशन VII में पेश किया गया एक दोहरे प्रकार का नॉर्मल/फ्लाइंग पोकेमोन है।
वे संवाद करने के लिए अपनी तरह के अन्य लोगों के साथ चोंच मारते हैं। हिट की ताकत और संख्या एक दूसरे को बताती है कि वे कैसा महसूस करते हैं।","とう大砲（日本語：ドボートバシどでかばし）は、第7世代で導入されたデュアルタイプのノーマル/フライングポケモンです。
彼らはコミュニケーションのために同種の他の人とくちばしを叩きます。ヒットの強さと数は、彼らがどのように感じているかをお互いに伝えます。","巨嘴鸟（日文：ドデカバシ Dodekabashi）是第七世代引入的普通/飞行双属性宝可梦。
他们用喙与其他同类进行交流。击打的强度和数量可以告诉对方他们的感受。"
yungoos,"Yungoos (Japanese: ヤングース Youngoose) is a Normal-type Pokémon introduced in Generation VII.
With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.","Yungoos (japonais : ヤングース Youngoose) est un Pokémon de type Normal introduit dans la génération VII.
Avec ses crocs acérés, il mordra n'importe quoi. Il ne vivait pas à l'origine à Alola mais a été importé d'une autre région.","Yungoos (en japonés: ヤングース Youngoose) es un Pokémon de tipo normal introducido en la séptima generación.
Con sus afilados colmillos, muerde cualquier cosa. Originalmente no vivía en Alola sino que fue importado de otra región.","Yungoos (giapponese: ヤングース Youngoose) è un Pokémon di tipo Normale introdotto in settima generazione.
Con le sue zanne affilate, morderà qualsiasi cosa. Originariamente non viveva ad Alola ma fu importato da un'altra regione.","Yungoos(일본어: Yung-S Youngoose)는 7세대에 등장한 노멀 타입 포켓몬입니다.
날카로운 송곳니로 무엇이든 물어뜯습니다. 원래 알로라에 살지 않았지만 다른 지역에서 수입되었습니다.","Yungoos (japanisch: ヤングース Youngoose) ist ein Pokémon vom Typ Normal, das in Generation VII eingeführt wurde.
Mit seinen scharfen Fangzähnen beißt er alles. Sie lebte ursprünglich nicht in Alola, sondern wurde aus einer anderen Region importiert.","युंगोस (जापानी: ヤングース यंगोज़) एक सामान्य प्रकार का पोकीमोन है जिसे जनरेशन VII में पेश किया गया है।
अपने नुकीले नुकीले से यह कुछ भी काट लेगा। यह मूल रूप से अलोला में नहीं रहता था लेकिन इसे दूसरे क्षेत्र से आयात किया गया था।","ヤングース（日本語：ヤングースヤングース）は、第7世代で導入されたノーマルタイプのポケモンです。
その鋭い牙で、それは何でも噛みます。もともとはアローラに住んでいませんでしたが、別の地域から輸入されました。","云哥（日文︰ヤングース，英文︰Yungoose）是第七世代引入的普通属性宝可梦。
用它锋利的獠牙，它会咬任何东西。它最初并不生活在阿罗拉，而是从另一个地区进口的。"
gumshoos,"Gumshoos (Japanese: デカグース Dekagoose) is a Normal-type Pokémon introduced in Generation VII.
When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.","Gumshoos (japonais : デカグース Dekagoose) est un Pokémon de type Normal introduit dans la génération VII.
Lorsqu'il trouve une trace de sa proie, il repère patiemment l'endroit... mais il dort toujours à la tombée de la nuit.","Gumshoos (en japonés: デカグース Dekagoose) es un Pokémon de tipo normal introducido en la séptima generación.
Cuando encuentra un rastro de su presa, vigila pacientemente el lugar... pero siempre está dormitando al anochecer.","Gumshoos (giapponese: デカグース Dekagoose) è un Pokémon di tipo Normale introdotto in settima generazione.
Quando trova una traccia della sua preda, individua pazientemente il luogo... ma sonnecchia sempre al calar della notte.","Gumshoos(일본어: decag-s Dekagoose)는 7세대에 도입된 노멀 타입 포켓몬입니다.
먹이의 흔적을 찾으면 참을성 있게 위치를 파악하지만... 해질녘에는 항상 졸고 있습니다.","Gumshoos (japanisch: デカグース Dekagoose) ist ein Pokémon vom Typ Normal, das in Generation VII eingeführt wurde.
Wenn es eine Spur seiner Beute findet, steckt es geduldig den Ort ab ... aber es schläft immer bei Einbruch der Dunkelheit.","Gumshoos (जापानी: デカグース Dekagoose) जेनरेशन VII में पेश किया गया एक सामान्य-प्रकार का पोकेमोन है।
जब उसे अपने शिकार का पता चलता है, तो वह धैर्यपूर्वक उस स्थान को दांव पर लगा देता है...लेकिन वह हमेशा रात को झपकी लेता है।","Gumshoos（日本語：ターボグースデカグース）は、第7世代で導入されたノーマルタイプのポケモンです。
獲物の痕跡を見つけると、辛抱強くその場所を突き止めます...しかし、それは常に日暮れまでに居眠りしています。","Gumshoos（日文︰デカグース，英文︰Gumshoos）是第七世代引入的普通属性宝可梦。
当它发现猎物的踪迹时，它会耐心地标出位置……但它总是在夜幕降临时打盹。"
grubbin,"Grubbin (Japanese: アゴジムシ Agojimushi) is a Bug-type Pokémon introduced in Generation VII.
Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.","Grubbin (japonais : アゴジムシ Agojimushi) est un Pokémon de type Bug introduit dans la génération VII.
Sa mâchoire puissante lui permet de gratter les arbres et d'aspirer la sève. Il vit normalement sous terre.","Grubbin (en japonés: アゴジムシ Agojimushi) es un Pokémon de tipo Bicho introducido en la séptima generación.
Su fuerte mandíbula le permite raspar árboles y sorber la savia. Normalmente vive bajo tierra.","Grubbin (giapponese: アゴジムシ Agojimushi) è un Pokémon di tipo Coleottero introdotto in settima generazione.
La sua mascella forte gli consente di raschiare gli alberi e di trangugiare la linfa. Normalmente vive sottoterra.","Grubbin(일어: アゴjimshi Agojimushi)은 7세대에 도입된 벌레 타입 포켓몬입니다.
강한 턱으로 인해 나무를 긁고 수액을 뱉어낼 수 있습니다. 보통 지하에 산다.","Grubbin (japanisch: アゴジムシ Agojimushi) ist ein Käfer-Pokémon, das in Generation VII eingeführt wurde.
Sein starker Kiefer ermöglicht es ihm, Bäume zu kratzen und den Saft herauszuschlürfen. Es lebt normalerweise unter der Erde.","ग्रुबिन (जापानी: アゴジムシ एगोजिमुशी) एक बग-प्रकार का पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
इसका मजबूत जबड़ा इसे पेड़ों को खुरचने और रस को बाहर निकालने में सक्षम बनाता है। यह आमतौर पर भूमिगत रहता है।","アゴジムシ（日本語：アゴジムシアゴジムシ）は、第7世代で導入されたバグタイプのポケモンです。
その強いあごは、それが木をこすり落とし、樹液を丸呑みにすることを可能にします。通常は地下に住んでいます。","格鲁宾（日文︰アゴジムシ Agojimushi）是第七世代引入的虫属性宝可梦。
它强壮的下颚使它能够刮掉树木并啜饮树液。它通常生活在地下。"
charjabug,"Charjabug (Japanese: デンヂムシ Dendimushi) is a dual-type Bug/Electric Pokémon introduced in Generation VII.
Its body is capable of storing electricity. On camping trips, people are grateful to have one around.","Charjabug ( japonais :デ ン ヂ ム シ Dendimushi ) est un Pokémon Bug / Electric de type double introduit dans la génération VII.
Son corps est capable de stocker de l'électricité. Lors de voyages de camping, les gens sont reconnaissants d'en avoir un à proximité.","Charjabug (en japonés: デンヂムシ Dendimushi) es un Pokémon de tipo bicho/eléctrico introducido en la séptima generación.
Su cuerpo es capaz de almacenar electricidad. En los viajes de campamento, la gente agradece tener uno cerca.","Charjabug (giapponese: デンヂムシ Dendimushi) è un Pokémon di doppio tipo Coleottero/Elettrico introdotto in settima generazione.
Il suo corpo è in grado di immagazzinare elettricità. Durante i viaggi in campeggio, le persone sono grate di averne uno in giro.","Charjabug(일어: dendamish Dendimushi)는 7세대에 도입된 2종류의 벌레/전기 포켓몬입니다.
몸은 전기를 저장할 수 있습니다. 캠핑을 하면 사람들은 주변에 하나가 있다는 사실에 감사합니다.","Charjabug (japanisch: デンヂムシ Dendimushi) ist ein Käfer-/Elektro-Pokémon vom Doppeltyp, das in Generation VII eingeführt wurde.
Sein Körper ist in der Lage, Strom zu speichern. Auf Campingausflügen sind die Leute dankbar, einen in der Nähe zu haben.","चारजाबग (जापानी: डेंडीमुशी) एक दोहरे प्रकार का बग/इलेक्ट्रिक पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
इसका शरीर बिजली का भंडारण करने में सक्षम है। कैंपिंग ट्रिप पर, लोग एक के आसपास होने के लिए आभारी होते हैं।","チャルジャバグ（日本語：デンザムシデンディムシ）は、第7世代で導入されたデュアルタイプのバグ/電気ポケモンです。
その本体は電気を蓄えることができます。キャンプ旅行では、人々はそれを持っていることに感謝しています。","Charjabug（日文：デンヂムシ Dendimushi）是第七世代引入的虫/电双属性宝可梦。
它的身体能够储存电力。在野营旅行中，人们很高兴有一个在身边。"
vikavolt,"Vikavolt (Japanese: クワガノン Kuwagannon) is a dual-type Bug/Electric Pokémon introduced in Generation VII.
It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.","Vikavolt ( japonais :ク ワ ガ ノ ン Kuwagannon ) est un Pokémon Bug / Electric de type double introduit dans la génération VII.
Il tourne autour, à l'affût d'une ouverture. Il concentre l'énergie électrique dans ses grandes mâchoires et l'utilise pour zapper ses ennemis.","Vikavolt (en japonés: クワガノン Kuwagannon) es un Pokémon de tipo bicho/eléctrico introducido en la séptima generación.
Da vueltas, en busca de una abertura. Concentra energía eléctrica dentro de sus grandes mandíbulas y la usa para eliminar a sus enemigos.","Vikavolt (giapponese: クワガノン Kuwagannon) è un Pokémon di doppio tipo Coleottero/Elettrico introdotto in settima generazione.
Si chiude con una cerniera lampo, alla ricerca di un'apertura. Concentra l'energia elettrica all'interno delle sue grandi mascelle e la usa per fulminare i suoi nemici.","Vikavolt(일본어: kuwagannon Kuwagannon)는 7세대에 도입된 듀얼 타입 벌레/전기 포켓몬입니다.
그것은 구멍을 예리하게 경계하면서 주위를 둘러싸고 있습니다. 큰 턱에 전기 에너지를 집중시켜 적을 제압하는 데 사용합니다.","Vikavolt (japanisch: クワガノン Kuwagannon) ist ein Käfer-/Elektro-Pokémon vom Doppeltyp, das in Generation VII eingeführt wurde.
Es zischt herum und hält scharf nach einer Öffnung Ausschau. Es konzentriert elektrische Energie in seinen großen Kiefern und benutzt sie, um seine Feinde zu zappen.","विकावोल्ट (जापानी: クワガノン कुवागनन) एक दोहरे प्रकार का बग/इलेक्ट्रिक पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
यह एक उद्घाटन के लिए तेज तलाश में, चारों ओर ज़िप करता है। यह अपने बड़े जबड़ों के भीतर विद्युत ऊर्जा को केंद्रित करता है और इसका उपयोग अपने दुश्मनों को मारने के लिए करता है।","クワガノン（日本語：クワガノンクワガノン）は、第7世代で導入されたデュアルタイプのバグ/電気ポケモンです。
それは、開口部を鋭く見張って、ジッパーを回します。それはその大きなあごの中に電気エネルギーを集中させ、それを使って敵を打ち負かします。","维卡伏特（日文：クワガノン Kuwagannon）是第七世代引入的虫/电双属性宝可梦。
它拉开拉链，敏锐地寻找开口。它将电能集中在它的大颚中，并用它来消灭敌人。"
crabrawler,"Crabrawler (Japanese: マケンカニ Makenkani) is a Fighting-type Pokémon introduced in Generation VII.
While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.","Crabrawler (japonais : マケンカニ Makenkani) est un Pokémon de type Combat introduit dans la génération VII.
Tout en gardant ses points faibles avec ses pinces, il cherche une ouverture et déchaîne des coups de poing. Quand il perd, il mousse à la bouche et s'évanouit.","Crabrawler (en japonés: マケンカニ Makenkani) es un Pokémon de tipo Lucha introducido en la séptima generación.
Mientras protege sus puntos débiles con sus pinzas, busca una abertura y suelta puñetazos. Cuando pierde, echa espuma por la boca y se desmaya.","Crabrawler (giapponese: マケンカニ Makenkani) è un Pokémon di tipo Lotta introdotto in settima generazione.
Mentre custodisce i suoi punti deboli con le sue tenaglie, cerca un'apertura e sferra pugni. Quando perde, schiuma alla bocca e sviene.","Crabrawler(일본어: makenkani Makenkani)는 7세대에 도입된 격투 타입 포켓몬입니다.
집게로 약점을 지키면서 틈을 찾아 펀치를 날린다. 잃으면 입에서 거품이 일고 기절한다.","Crabrawler (japanisch: マケンカニ Makenkani) ist ein Kampf-Pokémon, das in Generation VII eingeführt wurde.
Während es seine Schwachstellen mit seinen Zangen schützt, sucht es nach einer Öffnung und entfesselt Schläge. Wenn es verliert, schäumt es vor dem Mund und wird ohnmächtig.","Crabrawler (जापानी: マケンカニ Makenkani) पीढ़ी VII में एक लड़ाई-प्रकार Pokémon पेश किया गया है।
अपने पिंसर्स के साथ अपने कमजोर बिंदुओं की रक्षा करते हुए, यह एक उद्घाटन की तलाश करता है और घूंसे मारता है। जब यह खो जाता है, तो यह मुंह पर झाग देता है और बेहोश हो जाता है।","Crabrawler（日本語：マケンカニマケンカニ）は、第7世代で導入されたファイティングタイプのポケモンです。
ペンチで弱点を守りながら、開口部を探してパンチを解き放ちます。負けると口の中で泡立ち失神します。","爬行者（日文︰マケンカニ Makenkani，英文︰Crabrawler）是第七世代引入的格斗属性宝可梦。
它一边用钳子保护自己的弱点，一边寻找开口并释放拳头。当它失去时，它会在嘴里起泡并晕倒。"
crabominable,"Crabominable (Japanese: ケケンカニ Kekenkani) is a dual-type Fighting/Ice Pokémon introduced in Generation VII.
It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.","Crabominable ( japonais :ケ ケ ン カ ニ Kekenkani ) est un Pokémon de type Combat / Glace introduit dans la génération VII.
Il visait le sommet mais s'est perdu et s'est retrouvé sur une montagne enneigée. Obligé d'endurer le froid, ce Pokémon a évolué et a fait pousser de la fourrure.","Crabominable (en japonés: ケケンカニ Kekenkani) es un Pokémon de lucha/hielo de tipo dual introducido en la séptima generación.
Apuntó a la cima pero se perdió y terminó en una montaña nevada. Obligado a soportar el frío, este Pokémon evolucionó y creció pelaje.","Crabominable (giapponese: ケケンカニ Kekenkani) è un Pokémon di doppio tipo Lotta/Ghiaccio introdotto in settima generazione.
Mirava alla cima ma si perse e finì su una montagna innevata. Costretto a sopportare il freddo, questo Pokémon si è evoluto e ha sviluppato il pelo.","Crabominable(일본어: KEkenkani Kekenkani)은 7세대에 도입된 듀얼 타입 격투/얼음 포켓몬입니다.
정상을 노렸지만 길을 잃고 눈 덮인 산에 이르렀다. 추위를 견디지 ​​못하고 진화하여 털을 키운 포켓몬.","Crabominable (japanisch: ケケンカニ Kekenkani) ist ein Kampf-/Eis-Pokémon mit zwei Typen, das in Generation VII eingeführt wurde.
Es zielte auf die Spitze, verirrte sich aber und landete auf einem schneebedeckten Berg. Dieses Pokémon musste die Kälte ertragen, entwickelte sich und bekam Fell.","क्रैबोमिनेबल (जापानी: ケケンカニ केकेनकानी) एक दोहरे प्रकार का फाइटिंग/आइस पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
यह शीर्ष के लिए लक्षित था लेकिन खो गया और एक बर्फीले पहाड़ पर समाप्त हो गया। ठंड सहने के लिए मजबूर होने के कारण, यह पोकेमोन विकसित हुआ और फर बढ़ गया।","Crabominable（日本語：ケケンカニケケンカニ）は、第7世代で導入されたデュアルタイプのファイティング/アイスポケモンです。
頂上を狙ったが道に迷って雪山になってしまった。寒さに耐えることを余儀なくされたこのポケモンは、進化して毛皮を育てました。","Crabominable（日文：ケケンカニ Kekenkani）是第七世代引入的格斗/冰系双重属性宝可梦。
它瞄准了山顶，但迷路了，最终落在了一座雪山上。被迫忍受寒冷，这只神奇宝贝进化并长出了皮毛。"
oricorio,"Oricorio (Japanese: オドリドリ Odoridori) is a Flying-type Pokémon introduced in Generation VII.
It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.","Oricorio (japonais : オドリドリ Odoridori) est un Pokémon de type Vol introduit dans la génération VII.
Il bat des ailes pour créer du feu. Alors qu'il se déplace dans les pas de sa belle danse, il baigne ses adversaires dans des flammes intenses.","Oricorio (en japonés: オドリドリ Odoridori) es un Pokémon de tipo volador introducido en la séptima generación.
Bate sus alas juntas para crear fuego. A medida que avanza en los pasos de su hermosa danza, baña a los oponentes en llamas intensas.","Oricorio è un Pokémon di tipo Volante introdotto in settima generazione.
Batte le ali insieme per creare fuoco. Mentre si muove sui passi della sua bella danza, bagna gli avversari in intense fiamme.","Oricorio(일본어: odridri Odoridori)는 7세대에 도입된 비행 타입 포켓몬입니다.
날개를 맞대어 불을 만듭니다. 아름다운 춤사위를 따라 움직이며 강렬한 불꽃으로 적을 적시게 한다.","Oricorio (japanisch: オドリドリ Odoridori) ist ein Flug-Pokémon, das in Generation VII eingeführt wurde.
Es schlägt mit den Flügeln zusammen, um Feuer zu erzeugen. Während es sich in den Schritten seines wunderschönen Tanzes bewegt, taucht es seine Gegner in intensive Flammen.","ओरिकोरियो (जापानी: ओडोरिडोरी) एक फ्लाइंग-टाइप पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
यह आग पैदा करने के लिए अपने पंखों को आपस में टकराता है। अपने सुन्दर नृत्य की सीढि़यों पर चलते हुए यह विरोधियों को भीषण लपटों में नहलाती है।","オリコリオ（日本語：オドリドリオドリドリ）は、第7世代で導入されたフライングタイプのポケモンです。
翼を打ち合わせて火を起こします。それはその美しいダンスのステップで動くとき、それは激しい炎で敵を浸します。","Oricorio（日文︰オドリドリ Odoridori）是第七世代引入的飞行属性宝可梦。
它一起拍打翅膀来生火。随着优美的舞步移动，它使对手沐浴在强烈的火焰中。"
cutiefly,"Cutiefly (Japanese: アブリー Abuly) is a dual-type Bug/Fairy Pokémon introduced in Generation VII.
It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.","Cutiefly ( japonais :ア ブ リ ー Abuly ) est un Pokémon Bug / Fairy de type double introduit dans la génération VII.
Il se nourrit du nectar et du pollen des fleurs. Parce qu'il est capable de détecter les auras, il peut identifier quelles fleurs sont sur le point de fleurir.","Cutiefly (en japonés: アブリー Abuly) es un Pokémon de tipo bicho/hada introducido en la séptima generación.
Se alimenta del néctar y polen de las flores. Debido a que es capaz de sentir auras, puede identificar qué flores están a punto de florecer.","Cutiefly (giapponese: アブリー Abuly) è un Pokémon di doppio tipo Coleottero/Fata introdotto in settima generazione.
Si nutre del nettare e del polline dei fiori. Poiché è in grado di percepire l'aura, può identificare quali fiori stanno per sbocciare.","Cutiefly(일어: ABRI- Abuly)는 7세대에 도입된 듀얼 타입 벌레/요정 포켓몬입니다.
꽃의 꿀과 꽃가루를 먹고 산다. 오라를 감지할 수 있기 때문에 어떤 꽃이 피려고 하는지 알 수 있습니다.","Cutiefly (japanisch: アブリー Abuly) ist ein Käfer/Fee-Pokémon mit zwei Typen, das in Generation VII eingeführt wurde.
Er ernährt sich von Nektar und Blütenpollen. Da es Auren wahrnehmen kann, kann es erkennen, welche Blumen kurz vor der Blüte stehen.","Cutiefly (जापानी: アブリー अबुली) एक दोहरे प्रकार का बग/फेयरी पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
यह फूलों के अमृत और पराग पर फ़ीड करता है। क्योंकि यह औरास को समझने में सक्षम है, यह पहचान सकता है कि कौन से फूल खिलने वाले हैं।","キューティーフライ（日本語：アブリーアブリー）は、第7世代で導入されたデュアルタイプのバグ/フェアリーポケモンです。
花の蜜と花粉を食べます。オーラを感知できるため、開花しようとしている花を特定できます。","Cutiefly（日文︰アブリー Abuly，英文︰Cutiefly）是第七世代引入的虫/妖双属性宝可梦。
它以花的花蜜和花粉为食。因为它能够感知气场，所以它可以识别出哪些花朵即将开花。"
ribombee,"Ribombee (Japanese: アブリボン Aburibbon) is a dual-type Bug/Fairy Pokémon introduced in Generation VII.
It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.","Ribombee ( japonais :ア ブ リ ボ ン Aburibbon ) est un Pokémon Bug / Fairy de type double introduit dans la génération VII.
Il enroule le pollen en bouffées. Il fait de nombreuses variétés différentes, certaines utilisées comme nourriture et d'autres utilisées au combat.","Ribombee (en japonés: アブリボン Aburibbon) es un Pokémon de tipo bicho/hada introducido en la séptima generación.
Enrolla el polen en bocanadas. Hace muchas variedades diferentes, algunas se usan como alimento y otras se usan en la batalla.","Ribombee è un Pokémon di doppio tipo Coleottero/Fata introdotto in settima generazione.
Arrotola il polline in sbuffi. Produce molte varietà diverse, alcune usate come cibo e altre usate in battaglia.","Ribombee(일어: abribon Aburibbon)는 7세대에 도입된 듀얼 타입 벌레/요정 포켓몬입니다.
꽃가루를 퍼프로 말아줍니다. 그것은 많은 다른 품종을 만들고 일부는 음식으로 사용하고 다른 일부는 전투에서 사용합니다.","Ribombee (japanisch: アブリボン Aburibbon) ist ein Bug/Fee-Pokémon vom Doppeltyp, das in Generation VII eingeführt wurde.
Es rollt Pollen zu Puffs auf. Es stellt viele verschiedene Sorten her, von denen einige als Nahrung und andere im Kampf verwendet werden.","रिबॉम्बी (जापानी: アブリボン अबुरिबोन) एक दोहरे प्रकार का बग/फेयरी पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
यह पराग को पफ में रोल करता है। यह कई अलग-अलग किस्मों को बनाता है, कुछ भोजन के रूप में और अन्य युद्ध में उपयोग किए जाते हैं।","リボンビー（日本語：アブリボンアブリボン）は、第7世代で導入されたデュアルタイプのバグ/フェアリーポケモンです。
花粉をパフに巻き上げます。それは多くの異なる品種を作ります、いくつかは食物として使われ、他は戦闘で使われます。","Ribombee（日文︰アブリボン Aburibbon，英文︰Ribombee）是第七世代引入的双属性虫/妖精宝可梦。
它将花粉卷成粉扑。它有许多不同的品种，有的用作食物，有的用于战斗。"
rockruff,"Rockruff (Japanese: イワンコ Iwanko) is a Rock-type Pokémon introduced in Generation VII.
This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.","Rockruff ( japonais :イ ワ ン コ Iwanko ) est un Pokémon de type Rock introduit dans la génération VII.
Ce Pokémon a vécu avec des gens depuis longtemps. Il peut sentir quand son entraîneur est dans les dépotoirs et restera à ses côtés.","Rockruff (en japonés: イワンコ Iwanko) es un Pokémon de tipo roca introducido en la séptima generación.
Este Pokémon ha convivido con la gente desde tiempos remotos. Puede sentir cuando su Entrenador está deprimido y se mantendrá cerca del lado de su Entrenador.","Rockruff (giapponese: イワンコ Iwanko) è un Pokémon di tipo Roccia introdotto in settima generazione.
Questo Pokémon ha vissuto con le persone da molto tempo. Può percepire quando il suo Allenatore è allo sbando e resterà vicino al suo Allenatore.","Rockruff(일본어: イWanco Iwanko)는 7세대에 등장한 바위 타입 포켓몬입니다.
옛날부터 사람들과 함께 살아온 포켓몬입니다. 트레이너가 덤프에 있을 때 감지할 수 있고 트레이너 옆에 붙어 있을 것입니다.","Rockruff (japanisch: イワンコ Iwanko) ist ein Pokémon vom Typ Rock, das in Generation VII eingeführt wurde.
Dieses Pokémon lebt seit langer Zeit mit Menschen zusammen. Es kann spüren, wenn sein Trainer auf der Müllkippe ist, und bleibt dicht an der Seite seines Trainers.","रॉक्रुफ़ (जापानी: イワンコ इवांको) एक रॉक-टाइप पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
यह पोकेमॉन बहुत पहले से लोगों के बीच रहा है। यह तब समझ में आता है जब उसका ट्रेनर डंप में होता है और अपने ट्रेनर की तरफ से चिपक जाता है।","イワンコ（日本語：イワンコイワンコ）は、第7世代で導入されたロックタイプのポケモンです。
このポケモンは昔から人と暮らしてきました。トレーナーがダンプにいることを感知でき、トレーナーの側に寄り添います。","Rockruff（日文︰イワンコ Iwanko，英文︰Rockruff）是第七世代引入的岩石属性宝可梦。
这只宝可梦很久以前就和人一起生活过。它可以感觉到它的训练师何时处于垃圾堆中，并会紧贴在训练师的身边。"
lycanroc-midday,"Lycanroc Midday (Japanese: ルガルガン Lugarugan) is a Rock-type Pokémon introduced in Generation VII.
Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.","Lycanroc Midday (japonais : ルガルガン Lugarugan) est un Pokémon de type Rock introduit dans la génération VII.
Ses mouvements rapides confondent ses ennemis. Bien équipé de griffes et de crocs, il utilise également les rochers acérés de sa crinière comme armes.","Lycanroc Midday (en japonés: ルガルガン Lugarugan) es un Pokémon de tipo roca introducido en la séptima generación.
Sus rápidos movimientos confunden a sus enemigos. Bien equipado con garras y colmillos, también usa las rocas afiladas de su melena como armas.","Lycanroc Mezzogiorno è un Pokémon di tipo Roccia introdotto in settima generazione.
I suoi rapidi movimenti confondono i suoi nemici. Ben dotato di artigli e zanne, usa anche le rocce aguzze nella sua criniera come armi.","라이칸록 미드데이(일어: 르가르간 루가루간)는 7세대에 등장한 바위타입 포켓몬이다.
빠른 움직임은 적을 혼란스럽게 합니다. 발톱과 송곳니를 잘 갖추고 있으며 갈기의 날카로운 돌도 무기로 사용합니다.","Lycanroc Midday (japanisch: ルガルガン Lugarugan) ist ein Pokémon vom Typ Rock, das in Generation VII eingeführt wurde.
Seine schnellen Bewegungen verwirren seine Feinde. Gut ausgestattet mit Klauen und Reißzähnen nutzt er auch die scharfen Steine ​​in seiner Mähne als Waffen.","लाइकान्रोक मिडडे (जापानी: ルガルガン लुगरुगन) एक रॉक-टाइप पोकेमोन है जिसे जनरेशन VII में पेश किया गया है।
इसकी तेज चाल उसके दुश्मनों को भ्रमित करती है। पंजे और नुकीले से सुसज्जित, यह अपने अयाल में तेज चट्टानों को हथियारों के रूप में भी इस्तेमाल करता है।","Lycanroc Midday（日本語：ルガルガンルガルガン）は、第7世代で導入されたロックタイプのポケモンです。
その素早い動きは敵を混乱させます。爪と牙を備えており、たてがみの鋭い岩を武器として使用しています。","Lycanroc Midday（日文︰ルガルガン Lugarugan，英文︰Lycanroc Midday）是第七世代引入的岩石属性宝可梦。
它快速的动作迷惑了它的敌人。它装备精良的爪子和尖牙，还使用鬃毛中的锋利岩石作为武器。"
