name,clear_path,blacked_path,description
durant,./gifs/clear/durant.gif,./gifs/blacked/durant.gif,"Durant is the 138th Pokémon in the Unova Pokédex. It is a Bug/Steel Type, and its is known as the Iron Ant Pokémon."
dusclops,./gifs/clear/dusclops.gif,./gifs/blacked/dusclops.gif,"Dusclops is the 149th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Beckon Pokémon."
dusknoir,./gifs/clear/dusknoir.gif,./gifs/blacked/dusknoir.gif,"Dusknoir is the 191st Pokémon in the Sinnoh Pokédex. It is a Ghost type, and is known as the Gripper Pokémon."
duskull,./gifs/clear/duskull.gif,./gifs/blacked/duskull.gif,"Duskull is the 148th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Requiem Pokémon."
dustox,./gifs/clear/dustox.gif,./gifs/blacked/dustox.gif,"Dustox is the 18th Pokémon in the Hoenn Pokédex. It is a Bug/Poison Type, and is classified as a Poison Moth Pokémon."
dwebble,./gifs/clear/dwebble.gif,./gifs/blacked/dwebble.gif,Dwebble is the 63rd Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Rock Inn Pokémon.
eelektrik,./gifs/clear/eelektrik.gif,./gifs/blacked/eelektrik.gif,"Eelektrik is the 109th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon."
eelektross,./gifs/clear/eelektross.gif,./gifs/blacked/eelektross.gif,"Eelektross is the 110th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon."
eevee-gigantamax,./gifs/clear/eevee-gigantamax.gif,./gifs/blacked/eevee-gigantamax.gif,All Normal-type attacks used by a Gigantamax Eevee automatically change into G-Max Cuddle. This Normal-type attack damages the opponent and infatuates Pokemon of the opposite gender.
eevee,./gifs/clear/eevee.gif,./gifs/blacked/eevee.gif,"Eevee is the 133rd Pokémon in the Pokédex. It is a Normal Type, and it is known as the Evolution Pokémon."
eiscue,./gifs/clear/eiscue.gif,./gifs/blacked/eiscue.gif,": Eiscue is an Ice type Pokémon introduced in Generation 8. This Pokemon keeps its heat-sensitive head cool with ice."
ekans,./gifs/clear/ekans.gif,./gifs/blacked/ekans.gif,"Ekans is the 23rd Pokémon in the Pokédex. It is a Poison Type, and is known as the Snake Pokémon."
eldegoss,./gifs/clear/eldegoss.gif,./gifs/blacked/eldegoss.gif,"Eldegoss is the 127th Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Cotton Bloom Pokémon."
electabuzz,./gifs/clear/electabuzz.gif,./gifs/blacked/electabuzz.gif,"Electabuzz is the 125th Pokémon in the Pokédex. It is an Electric type, and is known as the Electric Pokémon."
electivire,./gifs/clear/electivire.gif,./gifs/blacked/electivire.gif,"Electivire is the 199th Pokémon in the Sinnoh Pokédex. It is an Electric-Type, and is known as the Thunderbolt Pokémon."
electrike,./gifs/clear/electrike.gif,./gifs/blacked/electrike.gif,"Electrike is the 78th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Lightning Pokémon."
electrode,./gifs/clear/electrode.gif,./gifs/blacked/electrode.gif,"Electrode is an electric pokemon which is favoured by Lt.Surge, the Gym Leader of Vermillion City. Electrode is an evolution of Voltorb and has quick speed which enables it to strike it's opponent first. It is also known to drift on winds if it is bloated to storing electricity. In competitive play even though its in the NU tier, it is used for quick strikes and explosion."
elekid,./gifs/clear/elekid.gif,./gifs/blacked/elekid.gif,"Elekid is the 156th Pokémon in the Johto Pokédex. It is an Electric-Type, and is known as the Electric Pokémon."
elgyem,./gifs/clear/elgyem.gif,./gifs/blacked/elgyem.gif,"Elgyem is the 111th Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Brain Pokémon."
emboar,./gifs/clear/emboar.gif,./gifs/blacked/emboar.gif,"Emboar is the sixth Pokémon in the Unova Pokédex. It is a Fire/Fighting Type, and it is known as the Mega Fire Pig Pokémon."
emolga,./gifs/clear/emolga.gif,./gifs/blacked/emolga.gif,"Emolga is the 93rd Pokémon in the Unova Pokédex. It is an Electric/Flying type, and it is known as the Sky Squirrel Pokémon."
empoleon,./gifs/clear/empoleon.gif,./gifs/blacked/empoleon.gif,"Empoleon is the ninth Pokémon in the Sinnoh Pokédex. It is a Water/Steel Type, and it is known as the Emperor Pokémon."
entei,./gifs/clear/entei.gif,./gifs/blacked/entei.gif,"Entei is a fire pokemon and is one of the three Legendary Beasts, along with Raikou and Suicune. It made its debut in Pokemon Gold and Silver. According to in-game legend, Entei and its fellow Beasts were re-incarnated by Ho-oh after a Flareon, Jolteon and Vaporeon died in a fire in the Burnt Tower in Ecruteak City. Other in-game myths claim that it was born when a volcano erupted. It is said that its roars cause volcanic eruptions around the world. It does not have an evolution chain."
escavalier,./gifs/clear/escavalier.gif,./gifs/blacked/escavalier.gif,"Escavalier is the 95th Pokémon in the Unova Pokédex. It is a Bug/Steel Type, and it is known as the Cavalry Pokémon."
espeon,./gifs/clear/espeon.gif,./gifs/blacked/espeon.gif,"Espeon is the 184th Pokémon in the Johto Pokédex. It is a Psychic-Type, and is known as the Sun Pokémon."
espurr,./gifs/clear/espurr.gif,./gifs/blacked/espurr.gif,"Espurr is the 114th Pokémon in the Kalos Central Pokédex. It is a Psychic-Type, and is known as the Restraint Pokémon."
eternatus,./gifs/clear/eternatus.gif,./gifs/blacked/eternatus.gif,": Eternatus is a Poison/Dragon type Pokémon introduced in Generation 8. The core on its chest absorbs energy emanating from the lands of the Galar region."
excadrill,./gifs/clear/excadrill.gif,./gifs/blacked/excadrill.gif,"Excadrill is the 36th Pokémon in the Unova Pokédex. It is a Ground/Steel Type, and it is known as the Subterrene Pokémon."
exeggcute,./gifs/clear/exeggcute.gif,./gifs/blacked/exeggcute.gif,"Exeggcute is the 102nd Pokémon in the Pokédex. It is a Grass/Psychic-Type, and is known as the Egg Pokémon."
exeggutor-alola,./gifs/clear/exeggutor-alola.gif,./gifs/blacked/exeggutor-alola.gif,"Alolan Exeggutor is the 270th Pokémon in the Alola Pokédex. It is a Grass/Dragon type, and is known as the Coconut Pokémon. It is a regional variant of Exeggutor, native to the Alola region."
exeggutor,./gifs/clear/exeggutor.gif,./gifs/blacked/exeggutor.gif,"Exeggutor is a grass and psychic Pokemon which, was introduced during generation I. It evolved from Exeggcute after a Leaf Stone was used on it."
exploud,./gifs/clear/exploud.gif,./gifs/blacked/exploud.gif,"Exploud is the 47th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Loud Noise Pokémon."
falinks,./gifs/clear/falinks.gif,./gifs/blacked/falinks.gif,"Falinks is the 345th Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Formation Pokémon."
farfetchd-galar,./gifs/clear/farfetchd-galar.gif,./gifs/blacked/farfetchd-galar.gif,"Galarian Farfetch’d is the 218th Pokémon in the Galar Pokédex. It is a Fighting-Type, and is known as the Wild Duck Pokémon. It is a regional variant of Farfetch’d, native to the Galar region."
farfetchd,./gifs/clear/farfetchd.gif,./gifs/blacked/farfetchd.gif,"Farfetch'd is the 83rd Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Wild Duck Pokémon."
fearow,./gifs/clear/fearow.gif,./gifs/blacked/fearow.gif,"Fearow is the 22nd Pokémon in the Pokédex. It is a Normal/Flying type, and is known as the Beak Pokémon."
feebas,./gifs/clear/feebas.gif,./gifs/blacked/feebas.gif,"Feebas is the 140th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Fish Pokémon."
fennekin,./gifs/clear/fennekin.gif,./gifs/blacked/fennekin.gif,"Fennekin is the fourth Pokémon in the Kalos Central Pokédex. It is a Fire-Type, and is known as the Fox Pokémon."
feraligatr,./gifs/clear/feraligatr.gif,./gifs/blacked/feraligatr.gif,"Feraligatr, the Big Jaw Pokémon, is the last stage in the evolutionary chain of the Generation II Water type starter, Totodile.It is the ninth Pokémon in the Johto Pokédex. There is no vowel between the T and R in Feraligatr due to the ten character limit on Pokémon names. This also affects Victreebel which lacks an L at the end."
ferrothorn,./gifs/clear/ferrothorn.gif,./gifs/blacked/ferrothorn.gif,"Ferrothorn is the 104th Pokémon in the Unova Pokédex. It is a Grass/Steel Type, and it is known as the Thorn Pod Pokémon."
finneon,./gifs/clear/finneon.gif,./gifs/blacked/finneon.gif,"Finneon is the 134th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Wing Fish Pokémon."
flaaffy,./gifs/clear/flaaffy.gif,./gifs/blacked/flaaffy.gif,"Flaaffy is the 54th Pokémon in the Johto Pokédex. It is an Electric-Type, and it is known as the Wool Pokémon."
flabebe,./gifs/clear/flabebe.gif,./gifs/blacked/flabebe.gif,"Flabébé is the 68th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Single Bloom Pokémon."
flapple-gigantamax,./gifs/clear/flapple-gigantamax.gif,./gifs/blacked/flapple-gigantamax.gif,"Under the influence of Gigantamax energy, it produces much more sweet nectar, and its shape has changed to resemble a giant apple."
flapple,./gifs/clear/flapple.gif,./gifs/blacked/flapple.gif,"Flapple is the 206th Pokémon in the Galar Pokédex. It is a Grass/Dragon-type, and is known as the Apple Wing Pokémon."
flareon,./gifs/clear/flareon.gif,./gifs/blacked/flareon.gif,"Flareon is the 136th Pokémon in the Pokédex. It is a Fire-Type, and is known as the Flame Pokémon."
fletchinder,./gifs/clear/fletchinder.gif,./gifs/blacked/fletchinder.gif,"Fletchinder is the 15th Pokémon in the Kalos Central Pokédex. It is a Fire/Flying-Type, and is known as the Ember Pokémon."
fletchling,./gifs/clear/fletchling.gif,./gifs/blacked/fletchling.gif,"Fletchling is the 14th Pokémon in the Kalos Central Pokédex. It is a Normal/Flying-Type, and is known as the Tiny Robin Pokémon."
floatzel,./gifs/clear/floatzel.gif,./gifs/blacked/floatzel.gif,"Floatzel is the 57th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Sea Weasel Pokémon."
floette,./gifs/clear/floette.gif,./gifs/blacked/floette.gif,"Floette is the 69th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Fairy Pokémon."
florges,./gifs/clear/florges.gif,./gifs/blacked/florges.gif,"Florges is the 70th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Garden Pokémon."
flygon,./gifs/clear/flygon.gif,./gifs/blacked/flygon.gif,"Flygon is the 118th Pokémon in the Hoenn Pokédex. It is a Ground/Dragon-Type, and it is known as the Mystic Pokémon."
fomantis,./gifs/clear/fomantis.gif,./gifs/blacked/fomantis.gif,"Fomantis is the 143rd Pokémon in the Alola Pokédex. It is a Grass type, and is known as the Sickle Grass Pokémon."
foongus,./gifs/clear/foongus.gif,./gifs/blacked/foongus.gif,"Foongus is the 96th Pokémon in the Unova Pokédex. It is a Grass/Poison Type, and it is known as the Mushroom Pokémon."
forretress,./gifs/clear/forretress.gif,./gifs/blacked/forretress.gif,"Forrestress is the 205th Pokemon in the National Pokédex. Known as the Bagworm Pokemon, it has a Steel/Bug Dual typing."
fraxure,./gifs/clear/fraxure.gif,./gifs/blacked/fraxure.gif,"Fraxure is the 117th Pokémon in the Unova Pokédex. It is a Dragon-Type, and it is known as the Axe Jaw Pokémon."
frillish,./gifs/clear/frillish.gif,./gifs/blacked/frillish.gif,"Frillish is the 98th Pokémon in the Unova Pokédex. It is a Water/Ghost Type, and it is known as the Floating Pokémon."
froakie,./gifs/clear/froakie.gif,./gifs/blacked/froakie.gif,"Froakie is the seventh Pokémon in the Kalos Central Pokédex. It is a Water-Type, and is known as the Bubble Frog Pokémon."
frogadier,./gifs/clear/frogadier.gif,./gifs/blacked/frogadier.gif,"Frogadier is the eighth Pokémon in the Kalos Central Pokédex. It is a Water-Type, and is known as the Bubble Frog Pokémon."
froslass,./gifs/clear/froslass.gif,./gifs/blacked/froslass.gif,"Froslass is the 208th Pokémon in the Sinnoh Pokédex. It is an Ice/Ghost Type, and is known as the Snow Land Pokémon."
frosmoth,./gifs/clear/frosmoth.gif,./gifs/blacked/frosmoth.gif,"Frosmoth is the 350th Pokémon in the Galar Pokédex. It is an Bug/Ice-type, and is known as the Frost Moth Pokémon."
furfrou,./gifs/clear/furfrou.gif,./gifs/blacked/furfrou.gif,"Furfrou is the 93rd Pokémon in the Kalos Central Pokédex. It is a Normal-Type, and is known as the Poodle Pokémon."
furret,./gifs/clear/furret.gif,./gifs/blacked/furret.gif,"Furret, the Long Body Pokémon, is the last stage in the evolutionary chain of the Generation II Normal type, Sentret. It is the eleventh Pokémon in the Johto Pokédex."
gabite,./gifs/clear/gabite.gif,./gifs/blacked/gabite.gif,"Gabite is the 110th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground-Type, and is known as the Cave Pokémon."
gallade,./gifs/clear/gallade.gif,./gifs/blacked/gallade.gif,"Gallade is the 170th Pokémon in the Sinnoh Pokédex. He is a Psychic/Fighting type, and is known as the Blade Pokémon."
galvantula,./gifs/clear/galvantula.gif,./gifs/blacked/galvantula.gif,"Galvantula is the 102nd Pokémon in the Unova Pokédex. It is a Bug/Electric Type, and is classified as the EleSpider Pokémon."
garbodor-gigantamax,./gifs/clear/garbodor-gigantamax.gif,./gifs/blacked/garbodor-gigantamax.gif,"Due to Gigantamax energy, It sprays toxic gas from its mouth and fingers. If the gas engulfs you, the toxins will seep in all the way down to your bones."
garbodor,./gifs/clear/garbodor.gif,./gifs/blacked/garbodor.gif,"Garbodor is the 75th Pokémon in the Unova Pokédex. It is a Poison-Type, and it is known as the Trash Heap Pokémon."
garchomp-mega,./gifs/clear/garchomp-mega.gif,./gifs/blacked/garchomp-mega.gif,"Mega Garchomp is a Dragon/Ground-type Mega Pokémon. It was revealed during the CoroCoro October edition on September 11, 2013. It has the ability Sand Force."
garchomp,./gifs/clear/garchomp.gif,./gifs/blacked/garchomp.gif,"Garchomp is the 111th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground Type, and is known as the Mach Pokémon."
gardevoir-mega,./gifs/clear/gardevoir-mega.gif,./gifs/blacked/gardevoir-mega.gif,Mega Gardevoir is the Mega Evolution of Gardevoir which is activated via the use of a Mega Stone.
gardevoir,./gifs/clear/gardevoir.gif,./gifs/blacked/gardevoir.gif,"Gardevoir is the 31st Pokémon in the Hoenn Pokédex. It is a Psychic/Fairy type, and it is known as the Embrace Pokémon. Prior to Generation VI it was a pure Psychic type Pokémon."
gastly,./gifs/clear/gastly.gif,./gifs/blacked/gastly.gif,"Gastly is the 92nd Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Gas Pokémon."
gastrodon,./gifs/clear/gastrodon.gif,./gifs/blacked/gastrodon.gif,"Gastrodon is the 61st Pokémon in the Sinnoh Pokédex. It is a Water/Ground Type, and is known as the Sea Slug Pokémon."
genesect,./gifs/clear/genesect.gif,./gifs/blacked/genesect.gif,"Genesect is the 155th Pokémon in the Unova Pokédex. It is a Bug/Steel type, and is known as the Paleozoic Pokémon."
gengar-gigantamax,./gifs/clear/gengar-gigantamax.gif,./gifs/blacked/gengar-gigantamax.gif,"Rumor has it that its gigantic mouth leads not into its body, filled with cursed energy, but instead directly to the afterlife."
gengar-mega,./gifs/clear/gengar-mega.gif,./gifs/blacked/gengar-mega.gif,"Mega Gengar is the Mega Evolution of Gengar via the use of a Gengarite. It is a Ghost/Poison-Type, and is known as the Shadow Pokémon."
gengar,./gifs/clear/gengar.gif,./gifs/blacked/gengar.gif,"Gengar is the 94th Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Shadow Pokémon."
geodude-alola,./gifs/clear/geodude-alola.gif,./gifs/blacked/geodude-alola.gif,"Alolan Geodude is the 229th Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Rock Pokémon. It is a regional variant of Geodude, native to the Alola region."
geodude,./gifs/clear/geodude.gif,./gifs/blacked/geodude.gif,"Geodude is the 74th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Rock Pokémon."
gible,./gifs/clear/gible.gif,./gifs/blacked/gible.gif,"Gible is the 109th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground Type, and it is classified as the Land Shark Pokémon."
gigalith,./gifs/clear/gigalith.gif,./gifs/blacked/gigalith.gif,"Gigalith is the 32nd Pokémon in the Unova Pokédex. It is a Rock type, and it is known as the Compressed Pokémon."
girafarig,./gifs/clear/girafarig.gif,./gifs/blacked/girafarig.gif,"Girafarig is the 203rd Pokémon in the Pokédex, and the 149th Pokémon in the Johto Pokédex. It is a Normal/Psychic Type, and it is known as the Long Neck Pokémon."
giratina,./gifs/clear/giratina.gif,./gifs/blacked/giratina.gif,"Giratina is the 487th Pokémon in the Pokédex. It is a Ghost/Dragon-Type, and is known as the Renegade Pokémon."
glaceon,./gifs/clear/glaceon.gif,./gifs/blacked/glaceon.gif,"Glaceon is the 170th Pokémon in the Sinnoh Pokédex. It is an Ice-Type, and is known as the Fresh Snow Pokémon."
glalie,./gifs/clear/glalie.gif,./gifs/blacked/glalie.gif,"Glalie is the 172nd Pokémon in the Hoenn Pokédex. It is an Ice-Type, and it is known as the Face Pokémon."
gligar,./gifs/clear/gligar.gif,./gifs/blacked/gligar.gif,"Gligar is the 193rd Pokémon in the Johto Pokédex. It is a Ground/Flying Type, and is known as the Flyscorpion Pokémon."
gliscor,./gifs/clear/gliscor.gif,./gifs/blacked/gliscor.gif,"Gliscor is the 154th Pokémon in the Sinnoh Pokédex. It is a Ground/Flying Type, and is known as the Fang Scorp Pokémon."
gloom,./gifs/clear/gloom.gif,./gifs/blacked/gloom.gif,"Gloom is the 44th Pokémon in the Pokédex. It is a Grass/Poison-Type, and is known as the Weed Pokémon."
gogoat,./gifs/clear/gogoat.gif,./gifs/blacked/gogoat.gif,"Gogoat is the 90th Pokémon in the Kalos Central Pokédex. It is a Grass-Type, and is known as the Mount Pokémon."
golbat,./gifs/clear/golbat.gif,./gifs/blacked/golbat.gif,"Golbat is the 42nd Pokémon in the Pokédex. It is a Poison/Flying Type, and it is known as the Bat Pokémon."
goldeen,./gifs/clear/goldeen.gif,./gifs/blacked/goldeen.gif,"Goldeen is the 118th Pokémon in the Pokédex. It is a Water-Type, and is known as the Goldfish Pokémon."
golduck,./gifs/clear/golduck.gif,./gifs/blacked/golduck.gif,"Golduck is the 55th Pokémon in the Pokédex. It is a Water-Type, and it is known as the Duck Pokémon."
golem-alola,./gifs/clear/golem-alola.gif,./gifs/blacked/golem-alola.gif,"Alolan Golem is the 231st Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Megaton Pokémon. It is a regional variant of Golem, native to the Alola region."
golem,./gifs/clear/golem.gif,./gifs/blacked/golem.gif,"Golem is the 76th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Megaton Pokémon."
golett,./gifs/clear/golett.gif,./gifs/blacked/golett.gif,"Golett is the 128th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon."
golisopod,./gifs/clear/golisopod.gif,./gifs/blacked/golisopod.gif,"Golisopod is the 183rd Pokémon in the Alola Pokédex. It is a Bug/Water type, and is known as the Hard Scale Pokémon."
golurk,./gifs/clear/golurk.gif,./gifs/blacked/golurk.gif,"Golurk is the 129th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon."
goodra,./gifs/clear/goodra.gif,./gifs/blacked/goodra.gif,"Goodra is the 21st Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Dragon Pokémon."
goomy,./gifs/clear/goomy.gif,./gifs/blacked/goomy.gif,"Goomy is the 19th Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Soft Tissue Pokémon."
gorebyss,./gifs/clear/gorebyss.gif,./gifs/blacked/gorebyss.gif,"Gorebyss is the 178th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the South Sea Pokémon."
gossifleur,./gifs/clear/gossifleur.gif,./gifs/blacked/gossifleur.gif,"Gossifleur is the 126th Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Flowering Pokémon."
gothita,./gifs/clear/gothita.gif,./gifs/blacked/gothita.gif,"Gothita is the 80th Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Fixation Pokémon."
gothitelle,./gifs/clear/gothitelle.gif,./gifs/blacked/gothitelle.gif,"Gothitelle is the 82nd Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Celestial Body Pokémon."
gothorita,./gifs/clear/gothorita.gif,./gifs/blacked/gothorita.gif,"Gothorita is the 81st Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Manipulate Pokémon."
gourgeist,./gifs/clear/gourgeist.gif,./gifs/blacked/gourgeist.gif,"Gourgeist is the 64th Pokémon in the Kalos Mountain Pokédex. It is a Ghost/Grass-Type, and is known as the Pumpkin Pokémon."
granbull,./gifs/clear/granbull.gif,./gifs/blacked/granbull.gif,"Granbull is the 124th Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly a Normal-Type, and is known as the Fairy Pokémon."
grapploct,./gifs/clear/grapploct.gif,./gifs/blacked/grapploct.gif,"Grapploct is the 352nd Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Jujitsu Pokémon."
graveler-alola,./gifs/clear/graveler-alola.gif,./gifs/blacked/graveler-alola.gif,"Alolan Graveler is the 230th Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Rock Pokémon. It is a regional variant of Graveler, native to the Alola region."
graveler,./gifs/clear/graveler.gif,./gifs/blacked/graveler.gif,"Graveler is the 75th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Rock Pokémon."
greedent,./gifs/clear/greedent.gif,./gifs/blacked/greedent.gif,"Greedent is the 25th Pokémon in the Galar Pokédex. It is a Normal-type, and is known as the Greedy Pokémon."
greninja,./gifs/clear/greninja.gif,./gifs/blacked/greninja.gif,"Greninja is the ninth Pokémon in the Kalos Central Pokédex. It is a Water/Dark-Type, and is known as the Ninja Pokémon."
grimer-alola,./gifs/clear/grimer-alola.gif,./gifs/blacked/grimer-alola.gif,"Alolan Grimer is the 50th Pokémon in the Alola Pokédex. It is a Poison/Dark type, and is known as the Sludge Pokémon. It is a regional variant of Grimer, native to the Alola region." 
grimer,./gifs/clear/grimer.gif,./gifs/blacked/grimer.gif,"Grimer is the 88th Pokémon in the Pokédex. It is a Poison-Type, and is known as the Sludge Pokémon."
grimmsnarl-gigantamax,./gifs/clear/grimmsnarl-gigantamax.gif,./gifs/blacked/grimmsnarl-gigantamax.gif,"Gigantamax energy has caused more hair to sprout all over its body. With the added strength, it can jump over the world’s tallest building."
grimmsnarl,./gifs/clear/grimmsnarl.gif,./gifs/blacked/grimmsnarl.gif,"Grimmsnarl is the 240th Pokémon in the Galar Pokédex. It is a Dark/Fairy-type, and is known as the Bulk Up Pokémon."
grookey,./gifs/clear/grookey.gif,./gifs/blacked/grookey.gif,"Grookey is the 1st Pokémon in the Galar Pokédex, and is one of the Starter Pokémon of the Galar region. It is a Grass-type, and is known as the Chimp Pokémon."
grotle,./gifs/clear/grotle.gif,./gifs/blacked/grotle.gif,"Grotle is the second Pokémon in the Sinnoh Pokédex. It is a Grass Type, and it is known as the Grove Pokémon."
groudon,./gifs/clear/groudon.gif,./gifs/blacked/groudon.gif,"Groudon is the 199th Pokémon in the Hoenn Pokédex. It is a Ground Type, and it is known as the Continent Pokémon."
grovyle,./gifs/clear/grovyle.gif,./gifs/blacked/grovyle.gif,"Grovyle is the second Pokémon in the Hoenn Pokédex. It is a Grass Type, and is known as the Wood Gecko Pokémon."
growlithe,./gifs/clear/growlithe.gif,./gifs/blacked/growlithe.gif,"Growlithe is the 58th Pokémon in the Pokédex. It is a Fire-Type, and it is known as the Puppy Pokémon."
grubbin,./gifs/clear/grubbin.gif,./gifs/blacked/grubbin.gif,"Grubbin is the 27th Pokémon in the Alola Pokédex. It is a Bug type, and is known as the Larva Pokémon."
grumpig,./gifs/clear/grumpig.gif,./gifs/blacked/grumpig.gif,"Grumpig is the 111th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Manipulate Pokémon."
gulpin,./gifs/clear/gulpin.gif,./gifs/blacked/gulpin.gif,"Gulpin is the 95th Pokémon in the Hoenn Pokédex. It is a Poison Type, and is known as the Stomach Pokémon."
gumshoos,./gifs/clear/gumshoos.gif,./gifs/blacked/gumshoos.gif,"Gumshoos is the 14th Pokémon in the Alola Pokédex. It is a Normal type, and is known as the Stakeout Pokémon."
gurdurr,./gifs/clear/gurdurr.gif,./gifs/blacked/gurdurr.gif,"Gurdurr is the 39th Pokémon in the Unova Pokédex. It is a Fighting-Type, and it is known as the Muscular Pokémon."
guzzlord,./gifs/clear/guzzlord.gif,./gifs/blacked/guzzlord.gif,"Guzzlord , code named UB-05 Glutton, is the 299th Pokémon in the Alola Pokédex. It is a Dark/Dragon type, and is known as the Junkivore Pokémon. It is classified as an Ultra Beast."
gyarados-mega,./gifs/clear/gyarados-mega.gif,./gifs/blacked/gyarados-mega.gif,Mega Gyarados is the Mega Evolution of Gyarados which is activated via the use of a Mega Stone.
gyarados,./gifs/clear/gyarados.gif,./gifs/blacked/gyarados.gif,"Gyarados is the 130th Pokémon in the Pokédex. It is a Water/Flying-Type, and is known as the Atrocious Pokémon."
hakamo-o,./gifs/clear/hakamo-o.gif,./gifs/blacked/hakamo-o.gif,"Hakamo-o is the 272nd Pokémon in the Alola Pokédex. It is a Dragon/Fighting type, and is known as the Scaly Pokémon."
happiny,./gifs/clear/happiny.gif,./gifs/blacked/happiny.gif,"Happiny is the 96th Pokémon in the Sinnoh Pokédex. It is a Normal-Type, and is known as the Playhouse Pokémon."
hariyama,./gifs/clear/hariyama.gif,./gifs/blacked/hariyama.gif,"Hariyama is the 49th Pokémon in the Hoenn Pokédex. It is a Fighting type, and is known as the Arm Thrust Pokémon."
hatenna,./gifs/clear/hatenna.gif,./gifs/blacked/hatenna.gif,"Hatenna is the 241st Pokémon in the Galar Pokédex. It is a Psychic-type, and is known as the Calm Pokémon."
hatterene-gigantamax,./gifs/clear/hatterene-gigantamax.gif,./gifs/blacked/hatterene-gigantamax.gif,"This Pokémon can read the emotions of creatures over 30 miles away. The minute it senses hostility, it goes on the attack."
hatterene,./gifs/clear/hatterene.gif,./gifs/blacked/hatterene.gif,"Hatterene is the 243rd Pokémon in the Galar Pokédex. It is a Psychic/Fairy-type, and is known as the Silent Pokémon."
hattrem,./gifs/clear/hattrem.gif,./gifs/blacked/hattrem.gif,"Hattrem is the 242nd Pokémon in the Galar Pokédex. It is a Psychic-type, and is known as the Serene Pokémon."
haunter,./gifs/clear/haunter.gif,./gifs/blacked/haunter.gif,"Haunter is the 93rd Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Gas Pokémon."
hawlucha,./gifs/clear/hawlucha.gif,./gifs/blacked/hawlucha.gif,"Hawlucha is the 89th Pokémon in the Kalos Coastal Pokédex. It is a Fighting/Flying-Type, and is known as the Wrestling Pokémon."
haxorus,./gifs/clear/haxorus.gif,./gifs/blacked/haxorus.gif,"Haxorus is the 118th Pokémon in the Unova Pokédex. It is a Dragon Type, and it is known as the Axe Jaw Pokémon."
heatmor,./gifs/clear/heatmor.gif,./gifs/blacked/heatmor.gif,"Heatmor is the 137th Pokémon in the Unova Pokédex. It is a Fire Type, and it is known as the Anteater Pokémon."
heatran,./gifs/clear/heatran.gif,./gifs/blacked/heatran.gif,"Heatran is the 485th Pokémon in the Pokédex. It is a Fire/Steel-Type, and is known as the Lava Dome Pokémon."
heliolisk,./gifs/clear/heliolisk.gif,./gifs/blacked/heliolisk.gif,"Heliolisk is the 47th Pokémon in the Kalos Coastal Pokédex. It is an Electric/Normal-Type, and is known as the Generator Pokémon."
