name,pokedex_num,clear_path,blacked_path,description,tier,generation
duosion,578.0,./gifs/clear/duosion.gif,./gifs/blacked/duosion.gif,"Duosion is the 84th Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Mitosis Pokémon.",0.0,unova
duraludon-gigantamax,,./gifs/clear/duraludon-gigantamax.gif,./gifs/blacked/duraludon-gigantamax.gif,"The hardness of its cells is exceptional, even among Steel types. It also has a body structure that’s resistant to earthquakes.",0.0,gmax
duraludon,884.0,./gifs/clear/duraludon.gif,./gifs/blacked/duraludon.gif,"Duraludon is a new Pokémon appearing in the upcoming titles Pokémon Sword and Shield. It is a Steel/Dragon-type, and is known as the Alloy Pokémon.",0.0,
durant,632.0,./gifs/clear/durant.gif,./gifs/blacked/durant.gif,"Durant is the 138th Pokémon in the Unova Pokédex. It is a Bug/Steel Type, and its is known as the Iron Ant Pokémon.",0.0,unova
dusclops,356.0,./gifs/clear/dusclops.gif,./gifs/blacked/dusclops.gif,"Dusclops is the 149th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Beckon Pokémon.",0.0,hoenn
dusknoir,477.0,./gifs/clear/dusknoir.gif,./gifs/blacked/dusknoir.gif,"Dusknoir is the 191st Pokémon in the Sinnoh Pokédex. It is a Ghost type, and is known as the Gripper Pokémon.",0.0,
duskull,355.0,./gifs/clear/duskull.gif,./gifs/blacked/duskull.gif,"Duskull is the 148th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Requiem Pokémon.",0.0,hoenn
dustox,269.0,./gifs/clear/dustox.gif,./gifs/blacked/dustox.gif,"Dustox is the 18th Pokémon in the Hoenn Pokédex. It is a Bug/Poison Type, and is classified as a Poison Moth Pokémon.",0.0,hoenn
dwebble,557.0,./gifs/clear/dwebble.gif,./gifs/blacked/dwebble.gif,Dwebble is the 63rd Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Rock Inn Pokémon.,0.0,unova
eelektrik,603.0,./gifs/clear/eelektrik.gif,./gifs/blacked/eelektrik.gif,"Eelektrik is the 109th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0.0,unova
eelektross,604.0,./gifs/clear/eelektross.gif,./gifs/blacked/eelektross.gif,"Eelektross is the 110th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0.0,unova
eevee-gigantamax,,./gifs/clear/eevee-gigantamax.gif,./gifs/blacked/eevee-gigantamax.gif,All Normal-type attacks used by a Gigantamax Eevee automatically change into G-Max Cuddle. This Normal-type attack damages the opponent and infatuates Pokemon of the opposite gender.,0.0,gmax
eevee,133.0,./gifs/clear/eevee.gif,./gifs/blacked/eevee.gif,"Eevee is the 133rd Pokémon in the Pokédex. It is a Normal Type, and it is known as the Evolution Pokémon.",0.0,kanto
eiscue,875.0,./gifs/clear/eiscue.gif,./gifs/blacked/eiscue.gif,: Eiscue is an Ice type Pokémon introduced in Generation 8. This Pokemon keeps its heat-sensitive head cool with ice.,0.0,
ekans,23.0,./gifs/clear/ekans.gif,./gifs/blacked/ekans.gif,"Ekans is the 23rd Pokémon in the Pokédex. It is a Poison Type, and is known as the Snake Pokémon.",0.0,kanto
eldegoss,830.0,./gifs/clear/eldegoss.gif,./gifs/blacked/eldegoss.gif,"Eldegoss is the 127th Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Cotton Bloom Pokémon.",0.0,
electabuzz,125.0,./gifs/clear/electabuzz.gif,./gifs/blacked/electabuzz.gif,"Electabuzz is the 125th Pokémon in the Pokédex. It is an Electric type, and is known as the Electric Pokémon.",0.0,kanto
electivire,466.0,./gifs/clear/electivire.gif,./gifs/blacked/electivire.gif,"Electivire is the 199th Pokémon in the Sinnoh Pokédex. It is an Electric-Type, and is known as the Thunderbolt Pokémon.",0.0,
electrike,309.0,./gifs/clear/electrike.gif,./gifs/blacked/electrike.gif,"Electrike is the 78th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Lightning Pokémon.",0.0,hoenn
electrode,101.0,./gifs/clear/electrode.gif,./gifs/blacked/electrode.gif,"Electrode is an electric pokemon which is favoured by Lt.Surge, the Gym Leader of Vermillion City. Electrode is an evolution of Voltorb and has quick speed which enables it to strike it's opponent first. It is also known to drift on winds if it is bloated to storing electricity. In competitive play even though its in the NU tier, it is used for quick strikes and explosion.",0.0,kanto
elekid,239.0,./gifs/clear/elekid.gif,./gifs/blacked/elekid.gif,"Elekid is the 156th Pokémon in the Johto Pokédex. It is an Electric-Type, and is known as the Electric Pokémon.",0.0,johto
elgyem,605.0,./gifs/clear/elgyem.gif,./gifs/blacked/elgyem.gif,"Elgyem is the 111th Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Brain Pokémon.",0.0,unova
emboar,500.0,./gifs/clear/emboar.gif,./gifs/blacked/emboar.gif,"Emboar is the sixth Pokémon in the Unova Pokédex. It is a Fire/Fighting Type, and it is known as the Mega Fire Pig Pokémon.",0.0,unova
emolga,587.0,./gifs/clear/emolga.gif,./gifs/blacked/emolga.gif,"Emolga is the 93rd Pokémon in the Unova Pokédex. It is an Electric/Flying type, and it is known as the Sky Squirrel Pokémon.",0.0,unova
empoleon,395.0,./gifs/clear/empoleon.gif,./gifs/blacked/empoleon.gif,"Empoleon is the ninth Pokémon in the Sinnoh Pokédex. It is a Water/Steel Type, and it is known as the Emperor Pokémon.",0.0,
entei,244.0,./gifs/clear/entei.gif,./gifs/blacked/entei.gif,"Entei is a fire pokemon and is one of the three Legendary Beasts, along with Raikou and Suicune. It made its debut in Pokemon Gold and Silver. According to in-game legend, Entei and its fellow Beasts were re-incarnated by Ho-oh after a Flareon, Jolteon and Vaporeon died in a fire in the Burnt Tower in Ecruteak City. Other in-game myths claim that it was born when a volcano erupted. It is said that its roars cause volcanic eruptions around the world. It does not have an evolution chain.",0.0,johto
escavalier,589.0,./gifs/clear/escavalier.gif,./gifs/blacked/escavalier.gif,"Escavalier is the 95th Pokémon in the Unova Pokédex. It is a Bug/Steel Type, and it is known as the Cavalry Pokémon.",0.0,unova
espeon,196.0,./gifs/clear/espeon.gif,./gifs/blacked/espeon.gif,"Espeon is the 184th Pokémon in the Johto Pokédex. It is a Psychic-Type, and is known as the Sun Pokémon.",0.0,johto
espurr,677.0,./gifs/clear/espurr.gif,./gifs/blacked/espurr.gif,"Espurr is the 114th Pokémon in the Kalos Central Pokédex. It is a Psychic-Type, and is known as the Restraint Pokémon.",0.0,kalos
eternatus,890.0,./gifs/clear/eternatus.gif,./gifs/blacked/eternatus.gif,: Eternatus is a Poison/Dragon type Pokémon introduced in Generation 8. The core on its chest absorbs energy emanating from the lands of the Galar region.,0.0,
excadrill,530.0,./gifs/clear/excadrill.gif,./gifs/blacked/excadrill.gif,"Excadrill is the 36th Pokémon in the Unova Pokédex. It is a Ground/Steel Type, and it is known as the Subterrene Pokémon.",0.0,unova
exeggcute,102.0,./gifs/clear/exeggcute.gif,./gifs/blacked/exeggcute.gif,"Exeggcute is the 102nd Pokémon in the Pokédex. It is a Grass/Psychic-Type, and is known as the Egg Pokémon.",0.0,kanto
exeggutor-alola,,./gifs/clear/exeggutor-alola.gif,./gifs/blacked/exeggutor-alola.gif,"Alolan Exeggutor is the 270th Pokémon in the Alola Pokédex. It is a Grass/Dragon type, and is known as the Coconut Pokémon. It is a regional variant of Exeggutor, native to the Alola region.",0.0,alola
exeggutor,103.0,./gifs/clear/exeggutor.gif,./gifs/blacked/exeggutor.gif,"Exeggutor is a grass and psychic Pokemon which, was introduced during generation I. It evolved from Exeggcute after a Leaf Stone was used on it.",0.0,kanto
exploud,295.0,./gifs/clear/exploud.gif,./gifs/blacked/exploud.gif,"Exploud is the 47th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Loud Noise Pokémon.",0.0,hoenn
falinks,870.0,./gifs/clear/falinks.gif,./gifs/blacked/falinks.gif,"Falinks is the 345th Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Formation Pokémon.",0.0,
farfetchd-galar,,./gifs/clear/farfetchd-galar.gif,./gifs/blacked/farfetchd-galar.gif,"Galarian Farfetch’d is the 218th Pokémon in the Galar Pokédex. It is a Fighting-Type, and is known as the Wild Duck Pokémon. It is a regional variant of Farfetch’d, native to the Galar region.",0.0,galar
farfetchd,83.0,./gifs/clear/farfetchd.gif,./gifs/blacked/farfetchd.gif,"Farfetch'd is the 83rd Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Wild Duck Pokémon.",0.0,kanto
fearow,22.0,./gifs/clear/fearow.gif,./gifs/blacked/fearow.gif,"Fearow is the 22nd Pokémon in the Pokédex. It is a Normal/Flying type, and is known as the Beak Pokémon.",0.0,kanto
feebas,349.0,./gifs/clear/feebas.gif,./gifs/blacked/feebas.gif,"Feebas is the 140th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Fish Pokémon.",0.0,hoenn
fennekin,653.0,./gifs/clear/fennekin.gif,./gifs/blacked/fennekin.gif,"Fennekin is the fourth Pokémon in the Kalos Central Pokédex. It is a Fire-Type, and is known as the Fox Pokémon.",0.0,kalos
feraligatr,160.0,./gifs/clear/feraligatr.gif,./gifs/blacked/feraligatr.gif,"Feraligatr, the Big Jaw Pokémon, is the last stage in the evolutionary chain of the Generation II Water type starter, Totodile.It is the ninth Pokémon in the Johto Pokédex. There is no vowel between the T and R in Feraligatr due to the ten character limit on Pokémon names. This also affects Victreebel which lacks an L at the end.",0.0,johto
ferrothorn,598.0,./gifs/clear/ferrothorn.gif,./gifs/blacked/ferrothorn.gif,"Ferrothorn is the 104th Pokémon in the Unova Pokédex. It is a Grass/Steel Type, and it is known as the Thorn Pod Pokémon.",0.0,unova
finneon,456.0,./gifs/clear/finneon.gif,./gifs/blacked/finneon.gif,"Finneon is the 134th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Wing Fish Pokémon.",0.0,
flaaffy,180.0,./gifs/clear/flaaffy.gif,./gifs/blacked/flaaffy.gif,"Flaaffy is the 54th Pokémon in the Johto Pokédex. It is an Electric-Type, and it is known as the Wool Pokémon.",0.0,johto
flabebe,669.0,./gifs/clear/flabebe.gif,./gifs/blacked/flabebe.gif,"Flabébé is the 68th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Single Bloom Pokémon.",0.0,kalos
flapple-gigantamax,,./gifs/clear/flapple-gigantamax.gif,./gifs/blacked/flapple-gigantamax.gif,"Under the influence of Gigantamax energy, it produces much more sweet nectar, and its shape has changed to resemble a giant apple.",0.0,gmax
flapple,841.0,./gifs/clear/flapple.gif,./gifs/blacked/flapple.gif,"Flapple is the 206th Pokémon in the Galar Pokédex. It is a Grass/Dragon-type, and is known as the Apple Wing Pokémon.",0.0,
flareon,136.0,./gifs/clear/flareon.gif,./gifs/blacked/flareon.gif,"Flareon is the 136th Pokémon in the Pokédex. It is a Fire-Type, and is known as the Flame Pokémon.",0.0,kanto
fletchinder,662.0,./gifs/clear/fletchinder.gif,./gifs/blacked/fletchinder.gif,"Fletchinder is the 15th Pokémon in the Kalos Central Pokédex. It is a Fire/Flying-Type, and is known as the Ember Pokémon.",0.0,kalos
fletchling,661.0,./gifs/clear/fletchling.gif,./gifs/blacked/fletchling.gif,"Fletchling is the 14th Pokémon in the Kalos Central Pokédex. It is a Normal/Flying-Type, and is known as the Tiny Robin Pokémon.",0.0,kalos
floatzel,419.0,./gifs/clear/floatzel.gif,./gifs/blacked/floatzel.gif,"Floatzel is the 57th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Sea Weasel Pokémon.",0.0,
floette,670.0,./gifs/clear/floette.gif,./gifs/blacked/floette.gif,"Floette is the 69th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Fairy Pokémon.",0.0,kalos
florges,671.0,./gifs/clear/florges.gif,./gifs/blacked/florges.gif,"Florges is the 70th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Garden Pokémon.",0.0,kalos
flygon,330.0,./gifs/clear/flygon.gif,./gifs/blacked/flygon.gif,"Flygon is the 118th Pokémon in the Hoenn Pokédex. It is a Ground/Dragon-Type, and it is known as the Mystic Pokémon.",0.0,hoenn
fomantis,753.0,./gifs/clear/fomantis.gif,./gifs/blacked/fomantis.gif,"Fomantis is the 143rd Pokémon in the Alola Pokédex. It is a Grass type, and is known as the Sickle Grass Pokémon.",0.0,alola
foongus,590.0,./gifs/clear/foongus.gif,./gifs/blacked/foongus.gif,"Foongus is the 96th Pokémon in the Unova Pokédex. It is a Grass/Poison Type, and it is known as the Mushroom Pokémon.",0.0,unova
forretress,205.0,./gifs/clear/forretress.gif,./gifs/blacked/forretress.gif,"Forrestress is the 205th Pokemon in the National Pokédex. Known as the Bagworm Pokemon, it has a Steel/Bug Dual typing.",0.0,johto
fraxure,611.0,./gifs/clear/fraxure.gif,./gifs/blacked/fraxure.gif,"Fraxure is the 117th Pokémon in the Unova Pokédex. It is a Dragon-Type, and it is known as the Axe Jaw Pokémon.",0.0,unova
frillish,592.0,./gifs/clear/frillish.gif,./gifs/blacked/frillish.gif,"Frillish is the 98th Pokémon in the Unova Pokédex. It is a Water/Ghost Type, and it is known as the Floating Pokémon.",0.0,unova
froakie,656.0,./gifs/clear/froakie.gif,./gifs/blacked/froakie.gif,"Froakie is the seventh Pokémon in the Kalos Central Pokédex. It is a Water-Type, and is known as the Bubble Frog Pokémon.",0.0,kalos
frogadier,657.0,./gifs/clear/frogadier.gif,./gifs/blacked/frogadier.gif,"Frogadier is the eighth Pokémon in the Kalos Central Pokédex. It is a Water-Type, and is known as the Bubble Frog Pokémon.",0.0,kalos
froslass,478.0,./gifs/clear/froslass.gif,./gifs/blacked/froslass.gif,"Froslass is the 208th Pokémon in the Sinnoh Pokédex. It is an Ice/Ghost Type, and is known as the Snow Land Pokémon.",0.0,
frosmoth,873.0,./gifs/clear/frosmoth.gif,./gifs/blacked/frosmoth.gif,"Frosmoth is the 350th Pokémon in the Galar Pokédex. It is an Bug/Ice-type, and is known as the Frost Moth Pokémon.",0.0,
furfrou,676.0,./gifs/clear/furfrou.gif,./gifs/blacked/furfrou.gif,"Furfrou is the 93rd Pokémon in the Kalos Central Pokédex. It is a Normal-Type, and is known as the Poodle Pokémon.",0.0,kalos
furret,162.0,./gifs/clear/furret.gif,./gifs/blacked/furret.gif,"Furret, the Long Body Pokémon, is the last stage in the evolutionary chain of the Generation II Normal type, Sentret. It is the eleventh Pokémon in the Johto Pokédex.",0.0,johto
gabite,444.0,./gifs/clear/gabite.gif,./gifs/blacked/gabite.gif,"Gabite is the 110th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground-Type, and is known as the Cave Pokémon.",0.0,
gallade,475.0,./gifs/clear/gallade.gif,./gifs/blacked/gallade.gif,"Gallade is the 170th Pokémon in the Sinnoh Pokédex. He is a Psychic/Fighting type, and is known as the Blade Pokémon.",0.0,
galvantula,596.0,./gifs/clear/galvantula.gif,./gifs/blacked/galvantula.gif,"Galvantula is the 102nd Pokémon in the Unova Pokédex. It is a Bug/Electric Type, and is classified as the EleSpider Pokémon.",0.0,unova
garbodor-gigantamax,,./gifs/clear/garbodor-gigantamax.gif,./gifs/blacked/garbodor-gigantamax.gif,"Due to Gigantamax energy, It sprays toxic gas from its mouth and fingers. If the gas engulfs you, the toxins will seep in all the way down to your bones.",0.0,gmax
garbodor,569.0,./gifs/clear/garbodor.gif,./gifs/blacked/garbodor.gif,"Garbodor is the 75th Pokémon in the Unova Pokédex. It is a Poison-Type, and it is known as the Trash Heap Pokémon.",0.0,unova
garchomp-mega,,./gifs/clear/garchomp-mega.gif,./gifs/blacked/garchomp-mega.gif,"Mega Garchomp is a Dragon/Ground-type Mega Pokémon. It was revealed during the CoroCoro October edition on September 11, 2013. It has the ability Sand Force.",0.0,mega
garchomp,445.0,./gifs/clear/garchomp.gif,./gifs/blacked/garchomp.gif,"Garchomp is the 111th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground Type, and is known as the Mach Pokémon.",0.0,
gardevoir-mega,,./gifs/clear/gardevoir-mega.gif,./gifs/blacked/gardevoir-mega.gif,Mega Gardevoir is the Mega Evolution of Gardevoir which is activated via the use of a Mega Stone.,0.0,mega
gardevoir,282.0,./gifs/clear/gardevoir.gif,./gifs/blacked/gardevoir.gif,"Gardevoir is the 31st Pokémon in the Hoenn Pokédex. It is a Psychic/Fairy type, and it is known as the Embrace Pokémon. Prior to Generation VI it was a pure Psychic type Pokémon.",0.0,hoenn
gastly,92.0,./gifs/clear/gastly.gif,./gifs/blacked/gastly.gif,"Gastly is the 92nd Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Gas Pokémon.",0.0,kanto
gastrodon,423.0,./gifs/clear/gastrodon.gif,./gifs/blacked/gastrodon.gif,"Gastrodon is the 61st Pokémon in the Sinnoh Pokédex. It is a Water/Ground Type, and is known as the Sea Slug Pokémon.",0.0,
genesect,649.0,./gifs/clear/genesect.gif,./gifs/blacked/genesect.gif,"Genesect is the 155th Pokémon in the Unova Pokédex. It is a Bug/Steel type, and is known as the Paleozoic Pokémon.",0.0,unova
gengar-gigantamax,,./gifs/clear/gengar-gigantamax.gif,./gifs/blacked/gengar-gigantamax.gif,"Rumor has it that its gigantic mouth leads not into its body, filled with cursed energy, but instead directly to the afterlife.",0.0,gmax
gengar-mega,,./gifs/clear/gengar-mega.gif,./gifs/blacked/gengar-mega.gif,"Mega Gengar is the Mega Evolution of Gengar via the use of a Gengarite. It is a Ghost/Poison-Type, and is known as the Shadow Pokémon.",0.0,mega
gengar,94.0,./gifs/clear/gengar.gif,./gifs/blacked/gengar.gif,"Gengar is the 94th Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Shadow Pokémon.",0.0,kanto
geodude-alola,,./gifs/clear/geodude-alola.gif,./gifs/blacked/geodude-alola.gif,"Alolan Geodude is the 229th Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Rock Pokémon. It is a regional variant of Geodude, native to the Alola region.",0.0,alola
geodude,74.0,./gifs/clear/geodude.gif,./gifs/blacked/geodude.gif,"Geodude is the 74th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Rock Pokémon.",0.0,kanto
gible,443.0,./gifs/clear/gible.gif,./gifs/blacked/gible.gif,"Gible is the 109th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground Type, and it is classified as the Land Shark Pokémon.",0.0,
gigalith,526.0,./gifs/clear/gigalith.gif,./gifs/blacked/gigalith.gif,"Gigalith is the 32nd Pokémon in the Unova Pokédex. It is a Rock type, and it is known as the Compressed Pokémon.",0.0,unova
girafarig,203.0,./gifs/clear/girafarig.gif,./gifs/blacked/girafarig.gif,"Girafarig is the 203rd Pokémon in the Pokédex, and the 149th Pokémon in the Johto Pokédex. It is a Normal/Psychic Type, and it is known as the Long Neck Pokémon.",0.0,johto
giratina,487.0,./gifs/clear/giratina.gif,./gifs/blacked/giratina.gif,"Giratina is the 487th Pokémon in the Pokédex. It is a Ghost/Dragon-Type, and is known as the Renegade Pokémon.",0.0,
glaceon,471.0,./gifs/clear/glaceon.gif,./gifs/blacked/glaceon.gif,"Glaceon is the 170th Pokémon in the Sinnoh Pokédex. It is an Ice-Type, and is known as the Fresh Snow Pokémon.",0.0,
glalie,362.0,./gifs/clear/glalie.gif,./gifs/blacked/glalie.gif,"Glalie is the 172nd Pokémon in the Hoenn Pokédex. It is an Ice-Type, and it is known as the Face Pokémon.",0.0,hoenn
gligar,207.0,./gifs/clear/gligar.gif,./gifs/blacked/gligar.gif,"Gligar is the 193rd Pokémon in the Johto Pokédex. It is a Ground/Flying Type, and is known as the Flyscorpion Pokémon.",0.0,johto
gliscor,472.0,./gifs/clear/gliscor.gif,./gifs/blacked/gliscor.gif,"Gliscor is the 154th Pokémon in the Sinnoh Pokédex. It is a Ground/Flying Type, and is known as the Fang Scorp Pokémon.",0.0,
gloom,44.0,./gifs/clear/gloom.gif,./gifs/blacked/gloom.gif,"Gloom is the 44th Pokémon in the Pokédex. It is a Grass/Poison-Type, and is known as the Weed Pokémon.",0.0,kanto
gogoat,673.0,./gifs/clear/gogoat.gif,./gifs/blacked/gogoat.gif,"Gogoat is the 90th Pokémon in the Kalos Central Pokédex. It is a Grass-Type, and is known as the Mount Pokémon.",0.0,kalos
golbat,42.0,./gifs/clear/golbat.gif,./gifs/blacked/golbat.gif,"Golbat is the 42nd Pokémon in the Pokédex. It is a Poison/Flying Type, and it is known as the Bat Pokémon.",0.0,kanto
goldeen,118.0,./gifs/clear/goldeen.gif,./gifs/blacked/goldeen.gif,"Goldeen is the 118th Pokémon in the Pokédex. It is a Water-Type, and is known as the Goldfish Pokémon.",0.0,kanto
golduck,55.0,./gifs/clear/golduck.gif,./gifs/blacked/golduck.gif,"Golduck is the 55th Pokémon in the Pokédex. It is a Water-Type, and it is known as the Duck Pokémon.",0.0,kanto
golem-alola,,./gifs/clear/golem-alola.gif,./gifs/blacked/golem-alola.gif,"Alolan Golem is the 231st Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Megaton Pokémon. It is a regional variant of Golem, native to the Alola region.",0.0,alola
golem,76.0,./gifs/clear/golem.gif,./gifs/blacked/golem.gif,"Golem is the 76th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Megaton Pokémon.",0.0,kanto
golett,622.0,./gifs/clear/golett.gif,./gifs/blacked/golett.gif,"Golett is the 128th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon.",0.0,unova
golisopod,768.0,./gifs/clear/golisopod.gif,./gifs/blacked/golisopod.gif,"Golisopod is the 183rd Pokémon in the Alola Pokédex. It is a Bug/Water type, and is known as the Hard Scale Pokémon.",0.0,alola
golurk,623.0,./gifs/clear/golurk.gif,./gifs/blacked/golurk.gif,"Golurk is the 129th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon.",0.0,unova
goodra,706.0,./gifs/clear/goodra.gif,./gifs/blacked/goodra.gif,"Goodra is the 21st Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Dragon Pokémon.",0.0,kalos
goomy,704.0,./gifs/clear/goomy.gif,./gifs/blacked/goomy.gif,"Goomy is the 19th Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Soft Tissue Pokémon.",0.0,kalos
gorebyss,368.0,./gifs/clear/gorebyss.gif,./gifs/blacked/gorebyss.gif,"Gorebyss is the 178th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the South Sea Pokémon.",0.0,hoenn
gossifleur,829.0,./gifs/clear/gossifleur.gif,./gifs/blacked/gossifleur.gif,"Gossifleur is the 126th Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Flowering Pokémon.",0.0,
gothita,574.0,./gifs/clear/gothita.gif,./gifs/blacked/gothita.gif,"Gothita is the 80th Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Fixation Pokémon.",0.0,unova
gothitelle,576.0,./gifs/clear/gothitelle.gif,./gifs/blacked/gothitelle.gif,"Gothitelle is the 82nd Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Celestial Body Pokémon.",0.0,unova
gothorita,575.0,./gifs/clear/gothorita.gif,./gifs/blacked/gothorita.gif,"Gothorita is the 81st Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Manipulate Pokémon.",0.0,unova
gourgeist,711.0,./gifs/clear/gourgeist.gif,./gifs/blacked/gourgeist.gif,"Gourgeist is the 64th Pokémon in the Kalos Mountain Pokédex. It is a Ghost/Grass-Type, and is known as the Pumpkin Pokémon.",0.0,kalos
granbull,210.0,./gifs/clear/granbull.gif,./gifs/blacked/granbull.gif,"Granbull is the 124th Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly a Normal-Type, and is known as the Fairy Pokémon.",0.0,johto
grapploct,853.0,./gifs/clear/grapploct.gif,./gifs/blacked/grapploct.gif,"Grapploct is the 352nd Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Jujitsu Pokémon.",0.0,
graveler-alola,,./gifs/clear/graveler-alola.gif,./gifs/blacked/graveler-alola.gif,"Alolan Graveler is the 230th Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Rock Pokémon. It is a regional variant of Graveler, native to the Alola region.",0.0,alola
graveler,75.0,./gifs/clear/graveler.gif,./gifs/blacked/graveler.gif,"Graveler is the 75th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Rock Pokémon.",0.0,kanto
greedent,820.0,./gifs/clear/greedent.gif,./gifs/blacked/greedent.gif,"Greedent is the 25th Pokémon in the Galar Pokédex. It is a Normal-type, and is known as the Greedy Pokémon.",0.0,
greninja,658.0,./gifs/clear/greninja.gif,./gifs/blacked/greninja.gif,"Greninja is the ninth Pokémon in the Kalos Central Pokédex. It is a Water/Dark-Type, and is known as the Ninja Pokémon.",0.0,kalos
grimer-alola,,./gifs/clear/grimer-alola.gif,./gifs/blacked/grimer-alola.gif,"Alolan Grimer is the 50th Pokémon in the Alola Pokédex. It is a Poison/Dark type, and is known as the Sludge Pokémon. It is a regional variant of Grimer, native to the Alola region. ",0.0,alola
grimer,88.0,./gifs/clear/grimer.gif,./gifs/blacked/grimer.gif,"Grimer is the 88th Pokémon in the Pokédex. It is a Poison-Type, and is known as the Sludge Pokémon.",0.0,kanto
grimmsnarl-gigantamax,,./gifs/clear/grimmsnarl-gigantamax.gif,./gifs/blacked/grimmsnarl-gigantamax.gif,"Gigantamax energy has caused more hair to sprout all over its body. With the added strength, it can jump over the world’s tallest building.",0.0,gmax
grimmsnarl,861.0,./gifs/clear/grimmsnarl.gif,./gifs/blacked/grimmsnarl.gif,"Grimmsnarl is the 240th Pokémon in the Galar Pokédex. It is a Dark/Fairy-type, and is known as the Bulk Up Pokémon.",0.0,
grookey,810.0,./gifs/clear/grookey.gif,./gifs/blacked/grookey.gif,"Grookey is the 1st Pokémon in the Galar Pokédex, and is one of the Starter Pokémon of the Galar region. It is a Grass-type, and is known as the Chimp Pokémon.",0.0,
grotle,388.0,./gifs/clear/grotle.gif,./gifs/blacked/grotle.gif,"Grotle is the second Pokémon in the Sinnoh Pokédex. It is a Grass Type, and it is known as the Grove Pokémon.",0.0,
groudon,383.0,./gifs/clear/groudon.gif,./gifs/blacked/groudon.gif,"Groudon is the 199th Pokémon in the Hoenn Pokédex. It is a Ground Type, and it is known as the Continent Pokémon.",0.0,hoenn
grovyle,253.0,./gifs/clear/grovyle.gif,./gifs/blacked/grovyle.gif,"Grovyle is the second Pokémon in the Hoenn Pokédex. It is a Grass Type, and is known as the Wood Gecko Pokémon.",0.0,hoenn
growlithe,58.0,./gifs/clear/growlithe.gif,./gifs/blacked/growlithe.gif,"Growlithe is the 58th Pokémon in the Pokédex. It is a Fire-Type, and it is known as the Puppy Pokémon.",0.0,kanto
grubbin,736.0,./gifs/clear/grubbin.gif,./gifs/blacked/grubbin.gif,"Grubbin is the 27th Pokémon in the Alola Pokédex. It is a Bug type, and is known as the Larva Pokémon.",0.0,alola
grumpig,326.0,./gifs/clear/grumpig.gif,./gifs/blacked/grumpig.gif,"Grumpig is the 111th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Manipulate Pokémon.",0.0,hoenn
gulpin,316.0,./gifs/clear/gulpin.gif,./gifs/blacked/gulpin.gif,"Gulpin is the 95th Pokémon in the Hoenn Pokédex. It is a Poison Type, and is known as the Stomach Pokémon.",0.0,hoenn
gumshoos,735.0,./gifs/clear/gumshoos.gif,./gifs/blacked/gumshoos.gif,"Gumshoos is the 14th Pokémon in the Alola Pokédex. It is a Normal type, and is known as the Stakeout Pokémon.",0.0,alola
