name,clear_path,blacked_path,description,tier
dusclops,./gifs/clear/dusclops.gif,./gifs/blacked/dusclops.gif,"Dusclops is the 149th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Beckon Pokémon.",0
dusknoir,./gifs/clear/dusknoir.gif,./gifs/blacked/dusknoir.gif,"Dusknoir is the 191st Pokémon in the Sinnoh Pokédex. It is a Ghost type, and is known as the Gripper Pokémon.",0
duskull,./gifs/clear/duskull.gif,./gifs/blacked/duskull.gif,"Duskull is the 148th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Requiem Pokémon.",0
dustox,./gifs/clear/dustox.gif,./gifs/blacked/dustox.gif,"Dustox is the 18th Pokémon in the Hoenn Pokédex. It is a Bug/Poison Type, and is classified as a Poison Moth Pokémon.",0
dwebble,./gifs/clear/dwebble.gif,./gifs/blacked/dwebble.gif,Dwebble is the 63rd Pokémon in the Unova Pokédex. It is a Bug/Rock Type and it is known as the Rock Inn Pokémon.,0
eelektrik,./gifs/clear/eelektrik.gif,./gifs/blacked/eelektrik.gif,"Eelektrik is the 109th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0
eelektross,./gifs/clear/eelektross.gif,./gifs/blacked/eelektross.gif,"Eelektross is the 110th Pokémon in the Unova Pokédex. It is an Electric Type, and it is known as the EleFish Pokémon.",0
eevee-gigantamax,./gifs/clear/eevee-gigantamax.gif,./gifs/blacked/eevee-gigantamax.gif,All Normal-type attacks used by a Gigantamax Eevee automatically change into G-Max Cuddle. This Normal-type attack damages the opponent and infatuates Pokemon of the opposite gender.,0
eevee,./gifs/clear/eevee.gif,./gifs/blacked/eevee.gif,"Eevee is the 133rd Pokémon in the Pokédex. It is a Normal Type, and it is known as the Evolution Pokémon.",0
eiscue,./gifs/clear/eiscue.gif,./gifs/blacked/eiscue.gif,: Eiscue is an Ice type Pokémon introduced in Generation 8. This Pokemon keeps its heat-sensitive head cool with ice.,0
ekans,./gifs/clear/ekans.gif,./gifs/blacked/ekans.gif,"Ekans is the 23rd Pokémon in the Pokédex. It is a Poison Type, and is known as the Snake Pokémon.",0
eldegoss,./gifs/clear/eldegoss.gif,./gifs/blacked/eldegoss.gif,"Eldegoss is the 127th Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Cotton Bloom Pokémon.",0
electabuzz,./gifs/clear/electabuzz.gif,./gifs/blacked/electabuzz.gif,"Electabuzz is the 125th Pokémon in the Pokédex. It is an Electric type, and is known as the Electric Pokémon.",0
electivire,./gifs/clear/electivire.gif,./gifs/blacked/electivire.gif,"Electivire is the 199th Pokémon in the Sinnoh Pokédex. It is an Electric-Type, and is known as the Thunderbolt Pokémon.",0
electrike,./gifs/clear/electrike.gif,./gifs/blacked/electrike.gif,"Electrike is the 78th Pokémon in the Hoenn Pokédex. It is an Electric Type, and it is known as the Lightning Pokémon.",0
electrode,./gifs/clear/electrode.gif,./gifs/blacked/electrode.gif,"Electrode is an electric pokemon which is favoured by Lt.Surge, the Gym Leader of Vermillion City. Electrode is an evolution of Voltorb and has quick speed which enables it to strike it's opponent first. It is also known to drift on winds if it is bloated to storing electricity. In competitive play even though its in the NU tier, it is used for quick strikes and explosion.",0
elekid,./gifs/clear/elekid.gif,./gifs/blacked/elekid.gif,"Elekid is the 156th Pokémon in the Johto Pokédex. It is an Electric-Type, and is known as the Electric Pokémon.",0
elgyem,./gifs/clear/elgyem.gif,./gifs/blacked/elgyem.gif,"Elgyem is the 111th Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Brain Pokémon.",0
emboar,./gifs/clear/emboar.gif,./gifs/blacked/emboar.gif,"Emboar is the sixth Pokémon in the Unova Pokédex. It is a Fire/Fighting Type, and it is known as the Mega Fire Pig Pokémon.",0
emolga,./gifs/clear/emolga.gif,./gifs/blacked/emolga.gif,"Emolga is the 93rd Pokémon in the Unova Pokédex. It is an Electric/Flying type, and it is known as the Sky Squirrel Pokémon.",0
empoleon,./gifs/clear/empoleon.gif,./gifs/blacked/empoleon.gif,"Empoleon is the ninth Pokémon in the Sinnoh Pokédex. It is a Water/Steel Type, and it is known as the Emperor Pokémon.",0
entei,./gifs/clear/entei.gif,./gifs/blacked/entei.gif,"Entei is a fire pokemon and is one of the three Legendary Beasts, along with Raikou and Suicune. It made its debut in Pokemon Gold and Silver. According to in-game legend, Entei and its fellow Beasts were re-incarnated by Ho-oh after a Flareon, Jolteon and Vaporeon died in a fire in the Burnt Tower in Ecruteak City. Other in-game myths claim that it was born when a volcano erupted. It is said that its roars cause volcanic eruptions around the world. It does not have an evolution chain.",0
escavalier,./gifs/clear/escavalier.gif,./gifs/blacked/escavalier.gif,"Escavalier is the 95th Pokémon in the Unova Pokédex. It is a Bug/Steel Type, and it is known as the Cavalry Pokémon.",0
espeon,./gifs/clear/espeon.gif,./gifs/blacked/espeon.gif,"Espeon is the 184th Pokémon in the Johto Pokédex. It is a Psychic-Type, and is known as the Sun Pokémon.",0
espurr,./gifs/clear/espurr.gif,./gifs/blacked/espurr.gif,"Espurr is the 114th Pokémon in the Kalos Central Pokédex. It is a Psychic-Type, and is known as the Restraint Pokémon.",0
eternatus,./gifs/clear/eternatus.gif,./gifs/blacked/eternatus.gif,: Eternatus is a Poison/Dragon type Pokémon introduced in Generation 8. The core on its chest absorbs energy emanating from the lands of the Galar region.,0
excadrill,./gifs/clear/excadrill.gif,./gifs/blacked/excadrill.gif,"Excadrill is the 36th Pokémon in the Unova Pokédex. It is a Ground/Steel Type, and it is known as the Subterrene Pokémon.",0
exeggcute,./gifs/clear/exeggcute.gif,./gifs/blacked/exeggcute.gif,"Exeggcute is the 102nd Pokémon in the Pokédex. It is a Grass/Psychic-Type, and is known as the Egg Pokémon.",0
exeggutor-alola,./gifs/clear/exeggutor-alola.gif,./gifs/blacked/exeggutor-alola.gif,"Alolan Exeggutor is the 270th Pokémon in the Alola Pokédex. It is a Grass/Dragon type, and is known as the Coconut Pokémon. It is a regional variant of Exeggutor, native to the Alola region.",0
exeggutor,./gifs/clear/exeggutor.gif,./gifs/blacked/exeggutor.gif,"Exeggutor is a grass and psychic Pokemon which, was introduced during generation I. It evolved from Exeggcute after a Leaf Stone was used on it.",0
exploud,./gifs/clear/exploud.gif,./gifs/blacked/exploud.gif,"Exploud is the 47th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Loud Noise Pokémon.",0
falinks,./gifs/clear/falinks.gif,./gifs/blacked/falinks.gif,"Falinks is the 345th Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Formation Pokémon.",0
farfetchd-galar,./gifs/clear/farfetchd-galar.gif,./gifs/blacked/farfetchd-galar.gif,"Galarian Farfetch’d is the 218th Pokémon in the Galar Pokédex. It is a Fighting-Type, and is known as the Wild Duck Pokémon. It is a regional variant of Farfetch’d, native to the Galar region.",0
farfetchd,./gifs/clear/farfetchd.gif,./gifs/blacked/farfetchd.gif,"Farfetch'd is the 83rd Pokémon in the Pokédex. It is a Normal/Flying-Type, and is known as the Wild Duck Pokémon.",0
fearow,./gifs/clear/fearow.gif,./gifs/blacked/fearow.gif,"Fearow is the 22nd Pokémon in the Pokédex. It is a Normal/Flying type, and is known as the Beak Pokémon.",0
feebas,./gifs/clear/feebas.gif,./gifs/blacked/feebas.gif,"Feebas is the 140th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the Fish Pokémon.",0
fennekin,./gifs/clear/fennekin.gif,./gifs/blacked/fennekin.gif,"Fennekin is the fourth Pokémon in the Kalos Central Pokédex. It is a Fire-Type, and is known as the Fox Pokémon.",0
feraligatr,./gifs/clear/feraligatr.gif,./gifs/blacked/feraligatr.gif,"Feraligatr, the Big Jaw Pokémon, is the last stage in the evolutionary chain of the Generation II Water type starter, Totodile.It is the ninth Pokémon in the Johto Pokédex. There is no vowel between the T and R in Feraligatr due to the ten character limit on Pokémon names. This also affects Victreebel which lacks an L at the end.",0
ferrothorn,./gifs/clear/ferrothorn.gif,./gifs/blacked/ferrothorn.gif,"Ferrothorn is the 104th Pokémon in the Unova Pokédex. It is a Grass/Steel Type, and it is known as the Thorn Pod Pokémon.",0
finneon,./gifs/clear/finneon.gif,./gifs/blacked/finneon.gif,"Finneon is the 134th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Wing Fish Pokémon.",0
flaaffy,./gifs/clear/flaaffy.gif,./gifs/blacked/flaaffy.gif,"Flaaffy is the 54th Pokémon in the Johto Pokédex. It is an Electric-Type, and it is known as the Wool Pokémon.",0
flabebe,./gifs/clear/flabebe.gif,./gifs/blacked/flabebe.gif,"Flabébé is the 68th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Single Bloom Pokémon.",0
flapple-gigantamax,./gifs/clear/flapple-gigantamax.gif,./gifs/blacked/flapple-gigantamax.gif,"Under the influence of Gigantamax energy, it produces much more sweet nectar, and its shape has changed to resemble a giant apple.",0
flapple,./gifs/clear/flapple.gif,./gifs/blacked/flapple.gif,"Flapple is the 206th Pokémon in the Galar Pokédex. It is a Grass/Dragon-type, and is known as the Apple Wing Pokémon.",0
flareon,./gifs/clear/flareon.gif,./gifs/blacked/flareon.gif,"Flareon is the 136th Pokémon in the Pokédex. It is a Fire-Type, and is known as the Flame Pokémon.",0
fletchinder,./gifs/clear/fletchinder.gif,./gifs/blacked/fletchinder.gif,"Fletchinder is the 15th Pokémon in the Kalos Central Pokédex. It is a Fire/Flying-Type, and is known as the Ember Pokémon.",0
fletchling,./gifs/clear/fletchling.gif,./gifs/blacked/fletchling.gif,"Fletchling is the 14th Pokémon in the Kalos Central Pokédex. It is a Normal/Flying-Type, and is known as the Tiny Robin Pokémon.",0
floatzel,./gifs/clear/floatzel.gif,./gifs/blacked/floatzel.gif,"Floatzel is the 57th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Sea Weasel Pokémon.",0
floette,./gifs/clear/floette.gif,./gifs/blacked/floette.gif,"Floette is the 69th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Fairy Pokémon.",0
florges,./gifs/clear/florges.gif,./gifs/blacked/florges.gif,"Florges is the 70th Pokémon in the Kalos Central Pokédex. She is a Fairy-Type, and is known as the Garden Pokémon.",0
flygon,./gifs/clear/flygon.gif,./gifs/blacked/flygon.gif,"Flygon is the 118th Pokémon in the Hoenn Pokédex. It is a Ground/Dragon-Type, and it is known as the Mystic Pokémon.",0
fomantis,./gifs/clear/fomantis.gif,./gifs/blacked/fomantis.gif,"Fomantis is the 143rd Pokémon in the Alola Pokédex. It is a Grass type, and is known as the Sickle Grass Pokémon.",0
foongus,./gifs/clear/foongus.gif,./gifs/blacked/foongus.gif,"Foongus is the 96th Pokémon in the Unova Pokédex. It is a Grass/Poison Type, and it is known as the Mushroom Pokémon.",0
forretress,./gifs/clear/forretress.gif,./gifs/blacked/forretress.gif,"Forrestress is the 205th Pokemon in the National Pokédex. Known as the Bagworm Pokemon, it has a Steel/Bug Dual typing.",0
fraxure,./gifs/clear/fraxure.gif,./gifs/blacked/fraxure.gif,"Fraxure is the 117th Pokémon in the Unova Pokédex. It is a Dragon-Type, and it is known as the Axe Jaw Pokémon.",0
frillish,./gifs/clear/frillish.gif,./gifs/blacked/frillish.gif,"Frillish is the 98th Pokémon in the Unova Pokédex. It is a Water/Ghost Type, and it is known as the Floating Pokémon.",0
froakie,./gifs/clear/froakie.gif,./gifs/blacked/froakie.gif,"Froakie is the seventh Pokémon in the Kalos Central Pokédex. It is a Water-Type, and is known as the Bubble Frog Pokémon.",0
frogadier,./gifs/clear/frogadier.gif,./gifs/blacked/frogadier.gif,"Frogadier is the eighth Pokémon in the Kalos Central Pokédex. It is a Water-Type, and is known as the Bubble Frog Pokémon.",0
froslass,./gifs/clear/froslass.gif,./gifs/blacked/froslass.gif,"Froslass is the 208th Pokémon in the Sinnoh Pokédex. It is an Ice/Ghost Type, and is known as the Snow Land Pokémon.",0
frosmoth,./gifs/clear/frosmoth.gif,./gifs/blacked/frosmoth.gif,"Frosmoth is the 350th Pokémon in the Galar Pokédex. It is an Bug/Ice-type, and is known as the Frost Moth Pokémon.",0
furfrou,./gifs/clear/furfrou.gif,./gifs/blacked/furfrou.gif,"Furfrou is the 93rd Pokémon in the Kalos Central Pokédex. It is a Normal-Type, and is known as the Poodle Pokémon.",0
furret,./gifs/clear/furret.gif,./gifs/blacked/furret.gif,"Furret, the Long Body Pokémon, is the last stage in the evolutionary chain of the Generation II Normal type, Sentret. It is the eleventh Pokémon in the Johto Pokédex.",0
gabite,./gifs/clear/gabite.gif,./gifs/blacked/gabite.gif,"Gabite is the 110th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground-Type, and is known as the Cave Pokémon.",0
gallade,./gifs/clear/gallade.gif,./gifs/blacked/gallade.gif,"Gallade is the 170th Pokémon in the Sinnoh Pokédex. He is a Psychic/Fighting type, and is known as the Blade Pokémon.",0
galvantula,./gifs/clear/galvantula.gif,./gifs/blacked/galvantula.gif,"Galvantula is the 102nd Pokémon in the Unova Pokédex. It is a Bug/Electric Type, and is classified as the EleSpider Pokémon.",0
garbodor-gigantamax,./gifs/clear/garbodor-gigantamax.gif,./gifs/blacked/garbodor-gigantamax.gif,"Due to Gigantamax energy, It sprays toxic gas from its mouth and fingers. If the gas engulfs you, the toxins will seep in all the way down to your bones.",0
garbodor,./gifs/clear/garbodor.gif,./gifs/blacked/garbodor.gif,"Garbodor is the 75th Pokémon in the Unova Pokédex. It is a Poison-Type, and it is known as the Trash Heap Pokémon.",0
garchomp-mega,./gifs/clear/garchomp-mega.gif,./gifs/blacked/garchomp-mega.gif,"Mega Garchomp is a Dragon/Ground-type Mega Pokémon. It was revealed during the CoroCoro October edition on September 11, 2013. It has the ability Sand Force.",0
garchomp,./gifs/clear/garchomp.gif,./gifs/blacked/garchomp.gif,"Garchomp is the 111th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground Type, and is known as the Mach Pokémon.",0
gardevoir-mega,./gifs/clear/gardevoir-mega.gif,./gifs/blacked/gardevoir-mega.gif,Mega Gardevoir is the Mega Evolution of Gardevoir which is activated via the use of a Mega Stone.,0
gardevoir,./gifs/clear/gardevoir.gif,./gifs/blacked/gardevoir.gif,"Gardevoir is the 31st Pokémon in the Hoenn Pokédex. It is a Psychic/Fairy type, and it is known as the Embrace Pokémon. Prior to Generation VI it was a pure Psychic type Pokémon.",0
gastly,./gifs/clear/gastly.gif,./gifs/blacked/gastly.gif,"Gastly is the 92nd Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Gas Pokémon.",0
gastrodon,./gifs/clear/gastrodon.gif,./gifs/blacked/gastrodon.gif,"Gastrodon is the 61st Pokémon in the Sinnoh Pokédex. It is a Water/Ground Type, and is known as the Sea Slug Pokémon.",0
genesect,./gifs/clear/genesect.gif,./gifs/blacked/genesect.gif,"Genesect is the 155th Pokémon in the Unova Pokédex. It is a Bug/Steel type, and is known as the Paleozoic Pokémon.",0
gengar-gigantamax,./gifs/clear/gengar-gigantamax.gif,./gifs/blacked/gengar-gigantamax.gif,"Rumor has it that its gigantic mouth leads not into its body, filled with cursed energy, but instead directly to the afterlife.",0
gengar-mega,./gifs/clear/gengar-mega.gif,./gifs/blacked/gengar-mega.gif,"Mega Gengar is the Mega Evolution of Gengar via the use of a Gengarite. It is a Ghost/Poison-Type, and is known as the Shadow Pokémon.",0
gengar,./gifs/clear/gengar.gif,./gifs/blacked/gengar.gif,"Gengar is the 94th Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Shadow Pokémon.",0
geodude-alola,./gifs/clear/geodude-alola.gif,./gifs/blacked/geodude-alola.gif,"Alolan Geodude is the 229th Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Rock Pokémon. It is a regional variant of Geodude, native to the Alola region.",0
geodude,./gifs/clear/geodude.gif,./gifs/blacked/geodude.gif,"Geodude is the 74th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Rock Pokémon.",0
gible,./gifs/clear/gible.gif,./gifs/blacked/gible.gif,"Gible is the 109th Pokémon in the Sinnoh Pokédex. It is a Dragon/Ground Type, and it is classified as the Land Shark Pokémon.",0
gigalith,./gifs/clear/gigalith.gif,./gifs/blacked/gigalith.gif,"Gigalith is the 32nd Pokémon in the Unova Pokédex. It is a Rock type, and it is known as the Compressed Pokémon.",0
girafarig,./gifs/clear/girafarig.gif,./gifs/blacked/girafarig.gif,"Girafarig is the 203rd Pokémon in the Pokédex, and the 149th Pokémon in the Johto Pokédex. It is a Normal/Psychic Type, and it is known as the Long Neck Pokémon.",0
giratina,./gifs/clear/giratina.gif,./gifs/blacked/giratina.gif,"Giratina is the 487th Pokémon in the Pokédex. It is a Ghost/Dragon-Type, and is known as the Renegade Pokémon.",0
glaceon,./gifs/clear/glaceon.gif,./gifs/blacked/glaceon.gif,"Glaceon is the 170th Pokémon in the Sinnoh Pokédex. It is an Ice-Type, and is known as the Fresh Snow Pokémon.",0
glalie,./gifs/clear/glalie.gif,./gifs/blacked/glalie.gif,"Glalie is the 172nd Pokémon in the Hoenn Pokédex. It is an Ice-Type, and it is known as the Face Pokémon.",0
gligar,./gifs/clear/gligar.gif,./gifs/blacked/gligar.gif,"Gligar is the 193rd Pokémon in the Johto Pokédex. It is a Ground/Flying Type, and is known as the Flyscorpion Pokémon.",0
gliscor,./gifs/clear/gliscor.gif,./gifs/blacked/gliscor.gif,"Gliscor is the 154th Pokémon in the Sinnoh Pokédex. It is a Ground/Flying Type, and is known as the Fang Scorp Pokémon.",0
gloom,./gifs/clear/gloom.gif,./gifs/blacked/gloom.gif,"Gloom is the 44th Pokémon in the Pokédex. It is a Grass/Poison-Type, and is known as the Weed Pokémon.",0
gogoat,./gifs/clear/gogoat.gif,./gifs/blacked/gogoat.gif,"Gogoat is the 90th Pokémon in the Kalos Central Pokédex. It is a Grass-Type, and is known as the Mount Pokémon.",0
golbat,./gifs/clear/golbat.gif,./gifs/blacked/golbat.gif,"Golbat is the 42nd Pokémon in the Pokédex. It is a Poison/Flying Type, and it is known as the Bat Pokémon.",0
goldeen,./gifs/clear/goldeen.gif,./gifs/blacked/goldeen.gif,"Goldeen is the 118th Pokémon in the Pokédex. It is a Water-Type, and is known as the Goldfish Pokémon.",0
golduck,./gifs/clear/golduck.gif,./gifs/blacked/golduck.gif,"Golduck is the 55th Pokémon in the Pokédex. It is a Water-Type, and it is known as the Duck Pokémon.",0
golem-alola,./gifs/clear/golem-alola.gif,./gifs/blacked/golem-alola.gif,"Alolan Golem is the 231st Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Megaton Pokémon. It is a regional variant of Golem, native to the Alola region.",0
golem,./gifs/clear/golem.gif,./gifs/blacked/golem.gif,"Golem is the 76th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Megaton Pokémon.",0
golett,./gifs/clear/golett.gif,./gifs/blacked/golett.gif,"Golett is the 128th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon.",0
golisopod,./gifs/clear/golisopod.gif,./gifs/blacked/golisopod.gif,"Golisopod is the 183rd Pokémon in the Alola Pokédex. It is a Bug/Water type, and is known as the Hard Scale Pokémon.",0
golurk,./gifs/clear/golurk.gif,./gifs/blacked/golurk.gif,"Golurk is the 129th Pokémon in the Unova Pokédex. It is a Ground/Ghost Type, and it is known as the Automaton Pokémon.",0
goodra,./gifs/clear/goodra.gif,./gifs/blacked/goodra.gif,"Goodra is the 21st Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Dragon Pokémon.",0
goomy,./gifs/clear/goomy.gif,./gifs/blacked/goomy.gif,"Goomy is the 19th Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Soft Tissue Pokémon.",0
gorebyss,./gifs/clear/gorebyss.gif,./gifs/blacked/gorebyss.gif,"Gorebyss is the 178th Pokémon in the Hoenn Pokédex. It is a Water type, and is known as the South Sea Pokémon.",0
gossifleur,./gifs/clear/gossifleur.gif,./gifs/blacked/gossifleur.gif,"Gossifleur is the 126th Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Flowering Pokémon.",0
gothita,./gifs/clear/gothita.gif,./gifs/blacked/gothita.gif,"Gothita is the 80th Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Fixation Pokémon.",0
gothitelle,./gifs/clear/gothitelle.gif,./gifs/blacked/gothitelle.gif,"Gothitelle is the 82nd Pokémon in the Unova Pokédex. It is a Psychic Type, and it is known as the Celestial Body Pokémon.",0
gothorita,./gifs/clear/gothorita.gif,./gifs/blacked/gothorita.gif,"Gothorita is the 81st Pokémon in the Unova Pokédex. It is a Psychic Type, and is known as the Manipulate Pokémon.",0
gourgeist,./gifs/clear/gourgeist.gif,./gifs/blacked/gourgeist.gif,"Gourgeist is the 64th Pokémon in the Kalos Mountain Pokédex. It is a Ghost/Grass-Type, and is known as the Pumpkin Pokémon.",0
granbull,./gifs/clear/granbull.gif,./gifs/blacked/granbull.gif,"Granbull is the 124th Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly a Normal-Type, and is known as the Fairy Pokémon.",0
grapploct,./gifs/clear/grapploct.gif,./gifs/blacked/grapploct.gif,"Grapploct is the 352nd Pokémon in the Galar Pokédex. It is a Fighting-type, and is known as the Jujitsu Pokémon.",0
graveler-alola,./gifs/clear/graveler-alola.gif,./gifs/blacked/graveler-alola.gif,"Alolan Graveler is the 230th Pokémon in the Alola Pokédex. It is a Rock/Electric type, and is known as the Rock Pokémon. It is a regional variant of Graveler, native to the Alola region.",0
graveler,./gifs/clear/graveler.gif,./gifs/blacked/graveler.gif,"Graveler is the 75th Pokémon in the Pokédex. It is a Rock/Ground-Type, and is known as the Rock Pokémon.",0
greedent,./gifs/clear/greedent.gif,./gifs/blacked/greedent.gif,"Greedent is the 25th Pokémon in the Galar Pokédex. It is a Normal-type, and is known as the Greedy Pokémon.",0
greninja,./gifs/clear/greninja.gif,./gifs/blacked/greninja.gif,"Greninja is the ninth Pokémon in the Kalos Central Pokédex. It is a Water/Dark-Type, and is known as the Ninja Pokémon.",0
grimer-alola,./gifs/clear/grimer-alola.gif,./gifs/blacked/grimer-alola.gif,"Alolan Grimer is the 50th Pokémon in the Alola Pokédex. It is a Poison/Dark type, and is known as the Sludge Pokémon. It is a regional variant of Grimer, native to the Alola region. ",0
grimer,./gifs/clear/grimer.gif,./gifs/blacked/grimer.gif,"Grimer is the 88th Pokémon in the Pokédex. It is a Poison-Type, and is known as the Sludge Pokémon.",0
grimmsnarl-gigantamax,./gifs/clear/grimmsnarl-gigantamax.gif,./gifs/blacked/grimmsnarl-gigantamax.gif,"Gigantamax energy has caused more hair to sprout all over its body. With the added strength, it can jump over the world’s tallest building.",0
grimmsnarl,./gifs/clear/grimmsnarl.gif,./gifs/blacked/grimmsnarl.gif,"Grimmsnarl is the 240th Pokémon in the Galar Pokédex. It is a Dark/Fairy-type, and is known as the Bulk Up Pokémon.",0
grookey,./gifs/clear/grookey.gif,./gifs/blacked/grookey.gif,"Grookey is the 1st Pokémon in the Galar Pokédex, and is one of the Starter Pokémon of the Galar region. It is a Grass-type, and is known as the Chimp Pokémon.",0
grotle,./gifs/clear/grotle.gif,./gifs/blacked/grotle.gif,"Grotle is the second Pokémon in the Sinnoh Pokédex. It is a Grass Type, and it is known as the Grove Pokémon.",0
groudon,./gifs/clear/groudon.gif,./gifs/blacked/groudon.gif,"Groudon is the 199th Pokémon in the Hoenn Pokédex. It is a Ground Type, and it is known as the Continent Pokémon.",0
grovyle,./gifs/clear/grovyle.gif,./gifs/blacked/grovyle.gif,"Grovyle is the second Pokémon in the Hoenn Pokédex. It is a Grass Type, and is known as the Wood Gecko Pokémon.",0
growlithe,./gifs/clear/growlithe.gif,./gifs/blacked/growlithe.gif,"Growlithe is the 58th Pokémon in the Pokédex. It is a Fire-Type, and it is known as the Puppy Pokémon.",0
grubbin,./gifs/clear/grubbin.gif,./gifs/blacked/grubbin.gif,"Grubbin is the 27th Pokémon in the Alola Pokédex. It is a Bug type, and is known as the Larva Pokémon.",0
grumpig,./gifs/clear/grumpig.gif,./gifs/blacked/grumpig.gif,"Grumpig is the 111th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Manipulate Pokémon.",0
gulpin,./gifs/clear/gulpin.gif,./gifs/blacked/gulpin.gif,"Gulpin is the 95th Pokémon in the Hoenn Pokédex. It is a Poison Type, and is known as the Stomach Pokémon.",0
gumshoos,./gifs/clear/gumshoos.gif,./gifs/blacked/gumshoos.gif,"Gumshoos is the 14th Pokémon in the Alola Pokédex. It is a Normal type, and is known as the Stakeout Pokémon.",0
gurdurr,./gifs/clear/gurdurr.gif,./gifs/blacked/gurdurr.gif,"Gurdurr is the 39th Pokémon in the Unova Pokédex. It is a Fighting-Type, and it is known as the Muscular Pokémon.",0
guzzlord,./gifs/clear/guzzlord.gif,./gifs/blacked/guzzlord.gif,"Guzzlord , code named UB-05 Glutton, is the 299th Pokémon in the Alola Pokédex. It is a Dark/Dragon type, and is known as the Junkivore Pokémon. It is classified as an Ultra Beast.",0
gyarados-mega,./gifs/clear/gyarados-mega.gif,./gifs/blacked/gyarados-mega.gif,Mega Gyarados is the Mega Evolution of Gyarados which is activated via the use of a Mega Stone.,0
gyarados,./gifs/clear/gyarados.gif,./gifs/blacked/gyarados.gif,"Gyarados is the 130th Pokémon in the Pokédex. It is a Water/Flying-Type, and is known as the Atrocious Pokémon.",0
hakamo-o,./gifs/clear/hakamo-o.gif,./gifs/blacked/hakamo-o.gif,"Hakamo-o is the 272nd Pokémon in the Alola Pokédex. It is a Dragon/Fighting type, and is known as the Scaly Pokémon.",0
happiny,./gifs/clear/happiny.gif,./gifs/blacked/happiny.gif,"Happiny is the 96th Pokémon in the Sinnoh Pokédex. It is a Normal-Type, and is known as the Playhouse Pokémon.",0
hariyama,./gifs/clear/hariyama.gif,./gifs/blacked/hariyama.gif,"Hariyama is the 49th Pokémon in the Hoenn Pokédex. It is a Fighting type, and is known as the Arm Thrust Pokémon.",0
hatenna,./gifs/clear/hatenna.gif,./gifs/blacked/hatenna.gif,"Hatenna is the 241st Pokémon in the Galar Pokédex. It is a Psychic-type, and is known as the Calm Pokémon.",0
hatterene-gigantamax,./gifs/clear/hatterene-gigantamax.gif,./gifs/blacked/hatterene-gigantamax.gif,"This Pokémon can read the emotions of creatures over 30 miles away. The minute it senses hostility, it goes on the attack.",0
hatterene,./gifs/clear/hatterene.gif,./gifs/blacked/hatterene.gif,"Hatterene is the 243rd Pokémon in the Galar Pokédex. It is a Psychic/Fairy-type, and is known as the Silent Pokémon.",0
hattrem,./gifs/clear/hattrem.gif,./gifs/blacked/hattrem.gif,"Hattrem is the 242nd Pokémon in the Galar Pokédex. It is a Psychic-type, and is known as the Serene Pokémon.",0
haunter,./gifs/clear/haunter.gif,./gifs/blacked/haunter.gif,"Haunter is the 93rd Pokémon in the Pokédex. It is a Ghost/Poison-Type, and is known as the Gas Pokémon.",0
hawlucha,./gifs/clear/hawlucha.gif,./gifs/blacked/hawlucha.gif,"Hawlucha is the 89th Pokémon in the Kalos Coastal Pokédex. It is a Fighting/Flying-Type, and is known as the Wrestling Pokémon.",0
haxorus,./gifs/clear/haxorus.gif,./gifs/blacked/haxorus.gif,"Haxorus is the 118th Pokémon in the Unova Pokédex. It is a Dragon Type, and it is known as the Axe Jaw Pokémon.",0
heatmor,./gifs/clear/heatmor.gif,./gifs/blacked/heatmor.gif,"Heatmor is the 137th Pokémon in the Unova Pokédex. It is a Fire Type, and it is known as the Anteater Pokémon.",0
